	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
380	382	Ferry Irawan	4 tahun lalu	Positif	air terjun teroan	Sangat bagus	Sangat bagus	['sangat', 'bagus']	['sangat', 'bagus']	['bagus']	['bagus']
381	383	niken lanovi	4 tahun lalu	Positif	air terjun teroan	Keren pokoknya ma	Keren pokoknya ma	['keren', 'pokoknya', 'ma']	['keren', 'pokoknya', 'sama']	['keren', 'pokoknya']	['keren', 'pokok']
382	384	fahrudi ifai	4 tahun lalu	Positif	air terjun teroan	Cukup bagusss	Cukup bagusss	['cukup', 'bagusss']	['cukup', 'bagus']	['bagus']	['bagus']
383	385	Bojes Farm	4 tahun lalu	Positif	air terjun teroan	Lumayan indah..	Lumayan indah	['lumayan', 'indah']	['lumayan', 'indah']	['lumayan', 'indah']	['lumayan', 'indah']
384	386	Mila Milano	4 tahun lalu	Positif	air terjun teroan	Sangat Bagus	Sangat Bagus	['sangat', 'bagus']	['sangat', 'bagus']	['bagus']	['bagus']
385	387	Syaki Farhan	4 tahun lalu	Positif	air terjun teroan	Lumayan Indah	Lumayan Indah	['lumayan', 'indah']	['lumayan', 'indah']	['lumayan', 'indah']	['lumayan', 'indah']
386	388	Satunya Satunya	4 tahun lalu	Positif	air terjun teroan	Bagus bingit	Bagus bingit	['bagus', 'bingit']	['bagus', 'banget']	['bagus', 'banget']	['bagus', 'banget']
387	389	Mohammad Irfan	4 tahun lalu	Positif	air terjun teroan	Strategis dan indah	Strategis dan indah	['strategis', 'dan', 'indah']	['strategis', 'dan', 'indah']	['strategis', 'indah']	['strategis', 'indah']
388	390	Mas Deto	4 tahun lalu	Positif	air terjun teroan	Keren abiss cuyyy	Keren abiss cuyyy	['keren', 'abiss', 'cuyyy']	['keren', 'habis', 'cuy']	['keren', 'habis', 'cuy']	['keren', 'habis', 'cuy']
389	391	Sinap Sinap	4 tahun lalu	Negatif	air terjun teroan	Kurang indah	Kurang indah	['kurang', 'indah']	['kurang', 'indah']	['indah']	['indah']
390	392	Makbul Faqot	4 tahun lalu	Positif	air terjun teroan	Sangat indah	Sangat indah	['sangat', 'indah']	['sangat', 'indah']	['indah']	['indah']
391	393	Robbi Indra Wiguna	4 tahun lalu	Positif	air terjun teroan	Murah	Murah	['murah']	['murah']	['murah']	['murah']
392	394	Sampoerna Mild	4 tahun lalu	Positif	air terjun teroan	Keren	Keren	['keren']	['keren']	['keren']	['keren']
393	395	Rahmat Hidayat	4 tahun lalu	Positif	air terjun teroan	Indah	Indah	['indah']	['indah']	['indah']	['indah']
394	396	Victor Honesto	4 tahun lalu	Positif	air terjun teroan	Bagus	Bagus	['bagus']	['bagus']	['bagus']	['bagus']
395	397	Zainul Arifin	4 tahun lalu	Positif	air terjun teroan	Bagus	Bagus	['bagus']	['bagus']	['bagus']	['bagus']
396	398	muhyidin firda	4 tahun lalu	Positif	air terjun teroan	Indah	Indah	['indah']	['indah']	['indah']	['indah']
397	399	James Farley	4 tahun lalu	Positif	air terjun teroan	Kecil tapi cantik. Orang-orang sangat baik!	Kecil tapi cantik Orangorang sangat baik	['kecil', 'tapi', 'cantik', 'orangorang', 'sangat', 'baik']	['kecil', 'tapi', 'cantik', 'orangorang', 'sangat', 'baik']	['cantik', 'orangorang']	['cantik', 'orangorang']
398	400	Ken Guest	4 tahun lalu	Negatif	air terjun teroan	Itu adalah air terjun yang jatuh ke laut. Tidak banyak lagi yang bisa dilihat dan tidak terlalu indah, tapi cukup menarik untuk dikunjungi. Warung kecil di atas oke, dengan makanan enak. Tersedia toilet.	Itu adalah air terjun yang jatuh ke laut Tidak banyak lagi yang bisa dilihat dan tidak terlalu indah tapi cukup menarik untuk dikunjungi Warung kecil di atas oke dengan makanan enak Tersedia toilet	['itu', 'adalah', 'air', 'terjun', 'yang', 'jatuh', 'ke', 'laut', 'tidak', 'banyak', 'lagi', 'yang', 'bisa', 'dilihat', 'dan', 'tidak', 'terlalu', 'indah', 'tapi', 'cukup', 'menarik', 'untuk', 'dikunjungi', 'warung', 'kecil', 'di', 'atas', 'oke', 'dengan', 'makanan', 'enak', 'tersedia', 'toilet']	['itu', 'adalah', 'air', 'terjun', 'yang', 'jatuh', 'ke', 'laut', 'tidak', 'banyak', 'lagi', 'yang', 'bisa', 'dilihat', 'dan', 'tidak', 'terlalu', 'indah', 'tapi', 'cukup', 'menarik', 'untuk', 'dikunjungi', 'warung', 'kecil', 'di', 'atas', 'oke', 'dengan', 'makanan', 'enak', 'tersedia', 'toilet']	['air', 'terjun', 'jatuh', 'laut', 'indah', 'menarik', 'dikunjungi', 'warung', 'oke', 'makanan', 'enak', 'tersedia', 'toilet']	['air', 'terjun', 'jatuh', 'laut', 'indah', 'tarik', 'kunjung', 'warung', 'oke', 'makan', 'enak', 'sedia', 'toilet']
399	401	Barry Russell	4 tahun lalu	Positif	air terjun teroan	Tidak apa-apa. Itu air yang jatuh ke laut, jadi keren! Akan lebih baik jika dijadikan tempat berenang dibandingkan sekedar tempat selfie. Namun untuk area ini boleh saja berhenti dan memeriksa selama 30 menit	Tidak apaapa Itu air yang jatuh ke laut jadi keren Akan lebih baik jika dijadikan tempat berenang dibandingkan sekedar tempat selfie Namun untuk area ini boleh saja berhenti dan memeriksa selama  menit	['tidak', 'apaapa', 'itu', 'air', 'yang', 'jatuh', 'ke', 'laut', 'jadi', 'keren', 'akan', 'lebih', 'baik', 'jika', 'dijadikan', 'tempat', 'berenang', 'dibandingkan', 'sekedar', 'tempat', 'selfie', 'namun', 'untuk', 'area', 'ini', 'boleh', 'saja', 'berhenti', 'dan', 'memeriksa', 'selama', 'menit']	['tidak', 'apaapa', 'itu', 'air', 'yang', 'jatuh', 'ke', 'laut', 'jadi', 'keren', 'akan', 'lebih', 'baik', 'jika', 'dijadikan', 'tempat', 'berenang', 'dibandingkan', 'sekedar', 'tempat', 'selfie', 'namun', 'untuk', 'area', 'ini', 'boleh', 'saja', 'berhenti', 'dan', 'memeriksa', 'selama', 'menit']	['apaapa', 'air', 'jatuh', 'laut', 'keren', 'dijadikan', 'berenang', 'dibandingkan', 'sekedar', 'selfie', 'area', 'berhenti', 'memeriksa', 'menit']	['apaapa', 'air', 'jatuh', 'laut', 'keren', 'jadi', 'renang', 'banding', 'dar', 'selfie', 'area', 'henti', 'periksa', 'menit']
400	402	Rakina Rahman	4 tahun lalu	Positif	air terjun teroan	Air terjun yang indah.	Air terjun yang indah	['air', 'terjun', 'yang', 'indah']	['air', 'terjun', 'yang', 'indah']	['air', 'terjun', 'indah']	['air', 'terjun', 'indah']
401	403	zaini Art	4 tahun lalu	Positif	air terjun teroan	Cantiknya.	Cantiknya	['cantiknya']	['cantiknya']	['cantiknya']	['cantik']
402	404	Poeng	4 tahun lalu	Positif	air terjun teroan	Air yang indah jatuh di pantai	Air yang indah jatuh di pantai	['air', 'yang', 'indah', 'jatuh', 'di', 'pantai']	['air', 'yang', 'indah', 'jatuh', 'di', 'pantai']	['air', 'indah', 'jatuh', 'pantai']	['air', 'indah', 'jatuh', 'pantai']
403	405	Rendy Lewerissa	4 tahun lalu	Positif	air terjun teroan	Memiliki pemandangan yang bagus untuk menghilangkan stres, terutama saat matahari terbenam	Memiliki pemandangan yang bagus untuk menghilangkan stres terutama saat matahari terbenam	['memiliki', 'pemandangan', 'yang', 'bagus', 'untuk', 'menghilangkan', 'stres', 'terutama', 'saat', 'matahari', 'terbenam']	['memiliki', 'pemandangan', 'yang', 'bagus', 'untuk', 'menghilangkan', 'stres', 'terutama', 'saat', 'matahari', 'terbenam']	['memiliki', 'pemandangan', 'bagus', 'menghilangkan', 'stres', 'matahari', 'terbenam']	['milik', 'pandang', 'bagus', 'hilang', 'stres', 'matahari', 'benam']
404	406	Sigit Purnomo	4 tahun lalu	Positif	air terjun teroan	Pemandangan indah...	Pemandangan indah	['pemandangan', 'indah']	['pemandangan', 'indah']	['pemandangan', 'indah']	['pandang', 'indah']
405	407	Akmal Rizal	4 tahun lalu	Positif	air terjun teroan	Tempat yang bagus untuk dikunjungi.. Sangat direkomendasikan.	Tempat yang bagus untuk dikunjungi Sangat direkomendasikan	['tempat', 'yang', 'bagus', 'untuk', 'dikunjungi', 'sangat', 'direkomendasikan']	['tempat', 'yang', 'bagus', 'untuk', 'dikunjungi', 'sangat', 'direkomendasikan']	['bagus', 'dikunjungi', 'direkomendasikan']	['bagus', 'kunjung', 'rekomendasi']
406	408	Reza Syahputra	4 tahun lalu	Negatif	air terjun teroan	Tempat yang cukup bagus, tetapi perlu lebih banyak perbaikan.	Tempat yang cukup bagus tetapi perlu lebih banyak perbaikan	['tempat', 'yang', 'cukup', 'bagus', 'tetapi', 'perlu', 'lebih', 'banyak', 'perbaikan']	['tempat', 'yang', 'cukup', 'bagus', 'tetapi', 'perlu', 'lebih', 'banyak', 'perbaikan']	['bagus', 'perbaikan']	['bagus', 'baik']
407	409	Moh Bahri	4 tahun lalu	Positif	air terjun teroan	Pantai penuh yang indah dan menakjubkan	Pantai penuh yang indah dan menakjubkan	['pantai', 'penuh', 'yang', 'indah', 'dan', 'menakjubkan']	['pantai', 'penuh', 'yang', 'indah', 'dan', 'menakjubkan']	['pantai', 'penuh', 'indah', 'menakjubkan']	['pantai', 'penuh', 'indah', 'takjub']
408	410	Ming Bee	4 tahun lalu	Positif	air terjun teroan	tempat yang sejuk dan indah untuk dikunjungi	tempat yang sejuk dan indah untuk dikunjungi	['tempat', 'yang', 'sejuk', 'dan', 'indah', 'untuk', 'dikunjungi']	['tempat', 'yang', 'sejuk', 'dan', 'indah', 'untuk', 'dikunjungi']	['sejuk', 'indah', 'dikunjungi']	['sejuk', 'indah', 'kunjung']
409	411	Hasani an nawawi	4 tahun lalu	Positif	air terjun teroan	Bagus dan sangat bagus?????? ?	Bagus dan sangat bagus	['bagus', 'dan', 'sangat', 'bagus']	['bagus', 'dan', 'sangat', 'bagus']	['bagus', 'bagus']	['bagus', 'bagus']
410	412	Soqui Suqeje	4 tahun lalu	Positif	air terjun teroan	Tempat yang sangat indah.	Tempat yang sangat indah	['tempat', 'yang', 'sangat', 'indah']	['tempat', 'yang', 'sangat', 'indah']	['indah']	['indah']
411	413	dyah purwanti	4 tahun lalu	Negatif	air terjun teroan	Air terjunnya biasa aja cuma letaknya langsung jatuh ke pantai itu yang bikin banyak orang penasaran,tempat untuk makan dan minum,toilet sudah ada tapi untuk mushola ada sih tapi bentuknya seperti gardu jaga.mestinya mushollanya dibuat jauh lebih baik agar waktu beribadah lebih nyaman.	Air terjunnya biasa aja cuma letaknya langsung jatuh ke pantai itu yang bikin banyak orang penasarantempat untuk makan dan minumtoilet sudah ada tapi untuk mushola ada sih tapi bentuknya seperti gardu jagamestinya mushollanya dibuat jauh lebih baik agar waktu beribadah lebih nyaman	['air', 'terjunnya', 'biasa', 'aja', 'cuma', 'letaknya', 'langsung', 'jatuh', 'ke', 'pantai', 'itu', 'yang', 'bikin', 'banyak', 'orang', 'penasarantempat', 'untuk', 'makan', 'dan', 'minumtoilet', 'sudah', 'ada', 'tapi', 'untuk', 'mushola', 'ada', 'sih', 'tapi', 'bentuknya', 'seperti', 'gardu', 'jagamestinya', 'mushollanya', 'dibuat', 'jauh', 'lebih', 'baik', 'agar', 'waktu', 'beribadah', 'lebih', 'nyaman']	['air', 'terjunnya', 'biasa', 'saja', 'cuma', 'letaknya', 'langsung', 'jatuh', 'ke', 'pantai', 'itu', 'yang', 'bikin', 'banyak', 'orang', 'penasarantempat', 'untuk', 'makan', 'dan', 'minumtoilet', 'sudah', 'ada', 'tapi', 'untuk', 'mushola', 'ada', 'sih', 'tapi', 'bentuknya', 'seperti', 'gardu', 'jagamestinya', 'mushollanya', 'dibuat', 'jauh', 'lebih', 'baik', 'agar', 'waktu', 'beribadah', 'lebih', 'nyaman']	['air', 'terjunnya', 'letaknya', 'langsung', 'jatuh', 'pantai', 'orang', 'penasarantempat', 'makan', 'minumtoilet', 'mushola', 'bentuknya', 'gardu', 'jagamestinya', 'mushollanya', 'beribadah', 'nyaman']	['air', 'terjun', 'letak', 'langsung', 'jatuh', 'pantai', 'orang', 'penasarantempat', 'makan', 'minumtoilet', 'mushola', 'bentuk', 'gardu', 'jagamestinya', 'mushollanya', 'ibadah', 'nyaman']
412	414	Bang Tora	4 tahun lalu	Positif	air terjun teroan	"Entah berapa kali mengunjungi Pulau Madura, keliling melipir jalur pantura dan mengexplore obyek wisatanya. Mengexplore dari Bangkalan hingga Sumenep. Pulau ini selalu jadi ""jujukan"" saat kawan-kawan luar Jawa datang dan ingin merasakan ?"	Entah berapa kali mengunjungi Pulau Madura keliling melipir jalur pantura dan mengexplore obyek wisatanya Mengexplore dari Bangkalan hingga Sumenep Pulau ini selalu jadi jujukan saat kawankawan luar Jawa datang dan ingin merasakan	['entah', 'berapa', 'kali', 'mengunjungi', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'dan', 'mengexplore', 'obyek', 'wisatanya', 'mengexplore', 'dari', 'bangkalan', 'hingga', 'sumenep', 'pulau', 'ini', 'selalu', 'jadi', 'jujukan', 'saat', 'kawankawan', 'luar', 'jawa', 'datang', 'dan', 'ingin', 'merasakan']	['entah', 'berapa', 'kali', 'mengunjungi', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'dan', 'mengexplore', 'obyek', 'wisatanya', 'mengexplore', 'dari', 'bangkalan', 'hingga', 'sumenep', 'pulau', 'ini', 'selalu', 'jadi', 'jujukan', 'saat', 'kawankawan', 'luar', 'jawa', 'datang', 'dan', 'ingin', 'merasakan']	['kali', 'mengunjungi', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'mengexplore', 'obyek', 'wisatanya', 'mengexplore', 'bangkalan', 'sumenep', 'pulau', 'jujukan', 'kawankawan', 'jawa', 'merasakan']	['kali', 'unjung', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'mengexplore', 'obyek', 'wisata', 'mengexplore', 'bangkal', 'sumenep', 'pulau', 'juju', 'kawankawan', 'jawa', 'rasa']
413	415	Salsalah	4 tahun lalu	Negatif	air terjun teroan	Air terjun yang menarik di daerah sampang airnya yang segar bisa digunakan untuk mandi mungkin ya, nyaman untuk wisata tapi kurangnya tempat duduk yang minim	Air terjun yang menarik di daerah sampang airnya yang segar bisa digunakan untuk mandi mungkin ya nyaman untuk wisata tapi kurangnya tempat duduk yang minim	['air', 'terjun', 'yang', 'menarik', 'di', 'daerah', 'sampang', 'airnya', 'yang', 'segar', 'bisa', 'digunakan', 'untuk', 'mandi', 'mungkin', 'ya', 'nyaman', 'untuk', 'wisata', 'tapi', 'kurangnya', 'tempat', 'duduk', 'yang', 'minim']	['air', 'terjun', 'yang', 'menarik', 'di', 'daerah', 'sampang', 'airnya', 'yang', 'segar', 'bisa', 'digunakan', 'untuk', 'mandi', 'mungkin', 'ya', 'nyaman', 'untuk', 'wisata', 'tapi', 'kurangnya', 'tempat', 'duduk', 'yang', 'minim']	['air', 'terjun', 'menarik', 'daerah', 'sampang', 'airnya', 'segar', 'mandi', 'nyaman', 'wisata', 'kurangnya', 'duduk', 'minim']	['air', 'terjun', 'tarik', 'daerah', 'sampang', 'air', 'segar', 'mandi', 'nyaman', 'wisata', 'kurang', 'duduk', 'minim']
414	416	Citra Kusvianawati S	4 tahun lalu	Positif	air terjun teroan	Tempat ini salah satu andalan destinasi wisata yang ada di Kab. Sampang. Pemandangannya sangat unik ditengah laut kita bisa sekaligus melihat air terjun dari sungai yang ada di Kec. Sakobanah	Tempat ini salah satu andalan destinasi wisata yang ada di Kab Sampang Pemandangannya sangat unik ditengah laut kita bisa sekaligus melihat air terjun dari sungai yang ada di Kec Sakobanah	['tempat', 'ini', 'salah', 'satu', 'andalan', 'destinasi', 'wisata', 'yang', 'ada', 'di', 'kab', 'sampang', 'pemandangannya', 'sangat', 'unik', 'ditengah', 'laut', 'kita', 'bisa', 'sekaligus', 'melihat', 'air', 'terjun', 'dari', 'sungai', 'yang', 'ada', 'di', 'kec', 'sakobanah']	['tempat', 'ini', 'salah', 'satu', 'andalan', 'destinasi', 'wisata', 'yang', 'ada', 'di', 'kab', 'sampang', 'pemandangannya', 'sangat', 'unik', 'ditengah', 'laut', 'kita', 'bisa', 'sekaligus', 'melihat', 'air', 'terjun', 'dari', 'sungai', 'yang', 'ada', 'di', 'kec', 'sakobanah']	['salah', 'andalan', 'destinasi', 'wisata', 'kab', 'sampang', 'pemandangannya', 'unik', 'ditengah', 'laut', 'air', 'terjun', 'sungai', 'kec', 'sakobanah']	['salah', 'andal', 'destinasi', 'wisata', 'kab', 'sampang', 'pandang', 'unik', 'tengah', 'laut', 'air', 'terjun', 'sungai', 'kec', 'sakobanah']
415	417	Nurhayati	4 tahun lalu	Positif	air terjun teroan	Pertama kali kesini, panas sih. Tapi terbayarkan sama air terjun yang menghadap laut lepas	Pertama kali kesini panas sih Tapi terbayarkan sama air terjun yang menghadap laut lepas	['pertama', 'kali', 'kesini', 'panas', 'sih', 'tapi', 'terbayarkan', 'sama', 'air', 'terjun', 'yang', 'menghadap', 'laut', 'lepas']	['pertama', 'kali', 'kesini', 'panas', 'sih', 'tapi', 'terbayarkan', 'sama', 'air', 'terjun', 'yang', 'menghadap', 'laut', 'lepas']	['kali', 'kesini', 'panas', 'terbayarkan', 'air', 'terjun', 'menghadap', 'laut', 'lepas']	['kali', 'kesini', 'panas', 'bayar', 'air', 'terjun', 'hadap', 'laut', 'lepas']
416	418	selly maghfiroh	4 tahun lalu	Negatif	air terjun teroan	kesini waktu air keruh dan musim hujan, kalau volume airnya naik sangat menakutkan.	kesini waktu air keruh dan musim hujan kalau volume airnya naik sangat menakutkan	['kesini', 'waktu', 'air', 'keruh', 'dan', 'musim', 'hujan', 'kalau', 'volume', 'airnya', 'naik', 'sangat', 'menakutkan']	['kesini', 'waktu', 'air', 'keruh', 'dan', 'musim', 'hujan', 'kalau', 'volume', 'airnya', 'naik', 'sangat', 'menakutkan']	['kesini', 'air', 'keruh', 'musim', 'hujan', 'volume', 'airnya', 'menakutkan']	['kesini', 'air', 'keruh', 'musim', 'hujan', 'volume', 'air', 'takut']
417	419	Muhammad Syaifuddin	4 tahun lalu	Positif	air terjun teroan	"Lokasi.x dipinggir jalan jd gampang dicarinya.
Bs jd tempat singgah bentar menikmati suasana air terjun yang jatuh ditepi pantai."	Lokasix dipinggir jalan jd gampang dicarinyaBs jd tempat singgah bentar menikmati suasana air terjun yang jatuh ditepi pantai	['lokasix', 'dipinggir', 'jalan', 'jd', 'gampang', 'dicarinyabs', 'jd', 'tempat', 'singgah', 'bentar', 'menikmati', 'suasana', 'air', 'terjun', 'yang', 'jatuh', 'ditepi', 'pantai']	['lokasix', 'dipinggir', 'jalan', 'jadi', 'gampang', 'dicarinyabs', 'jadi', 'tempat', 'singgah', 'bentar', 'menikmati', 'suasana', 'air', 'terjun', 'yang', 'jatuh', 'ditepi', 'pantai']	['lokasix', 'dipinggir', 'jalan', 'gampang', 'dicarinyabs', 'singgah', 'bentar', 'menikmati', 'suasana', 'air', 'terjun', 'jatuh', 'ditepi', 'pantai']	['lokasix', 'pinggir', 'jalan', 'gampang', 'dicarinyabs', 'singgah', 'bentar', 'nikmat', 'suasana', 'air', 'terjun', 'jatuh', 'tepi', 'pantai']
418	420	alex hidayatulloh	4 tahun lalu	Negatif	air terjun teroan	Kalau kesini pas musim kemarau saja. Biar tidak licin.	Kalau kesini pas musim kemarau saja Biar tidak licin	['kalau', 'kesini', 'pas', 'musim', 'kemarau', 'saja', 'biar', 'tidak', 'licin']	['kalau', 'kesini', 'pas', 'musim', 'kemarau', 'saja', 'biar', 'tidak', 'licin']	['kesini', 'pas', 'musim', 'kemarau', 'licin']	['kesini', 'pas', 'musim', 'kemarau', 'licin']
419	421	Edo Setyo	4 tahun lalu	Positif	air terjun teroan	air terjun yang langsung turun ke laut luas	air terjun yang langsung turun ke laut luas	['air', 'terjun', 'yang', 'langsung', 'turun', 'ke', 'laut', 'luas']	['air', 'terjun', 'yang', 'langsung', 'turun', 'ke', 'laut', 'luas']	['air', 'terjun', 'langsung', 'turun', 'laut', 'luas']	['air', 'terjun', 'langsung', 'turun', 'laut', 'luas']
420	422	Dwi Nugroho	4 tahun lalu	Negatif	air terjun teroan	Potensial untuk dikembangkan, eksotik kpd pengelola tingkatkan kebersihan	Potensial untuk dikembangkan eksotik kpd pengelola tingkatkan kebersihan	['potensial', 'untuk', 'dikembangkan', 'eksotik', 'kpd', 'pengelola', 'tingkatkan', 'kebersihan']	['potensial', 'untuk', 'dikembangkan', 'eksotik', 'kepada', 'pengelola', 'tingkatkan', 'kebersihan']	['potensial', 'dikembangkan', 'eksotik', 'pengelola', 'tingkatkan', 'kebersihan']	['potensial', 'kembang', 'eksotik', 'kelola', 'tingkat', 'bersih']
421	423	Phantom R	4 tahun lalu	Negatif	air terjun teroan	"Air terjun yang cukup unik karena air langsung jatuh ke pantai, sayangnya akses disini bisa dibilang masih kurang. Papan lokasi juga kurang memadai, jadi beberapa kali harus tanya-tanya ke warga sekitar. Jalur masuk cukup ""nyelempit"" ?"	Air terjun yang cukup unik karena air langsung jatuh ke pantai sayangnya akses disini bisa dibilang masih kurang Papan lokasi juga kurang memadai jadi beberapa kali harus tanyatanya ke warga sekitar Jalur masuk cukup nyelempit	['air', 'terjun', 'yang', 'cukup', 'unik', 'karena', 'air', 'langsung', 'jatuh', 'ke', 'pantai', 'sayangnya', 'akses', 'disini', 'bisa', 'dibilang', 'masih', 'kurang', 'papan', 'lokasi', 'juga', 'kurang', 'memadai', 'jadi', 'beberapa', 'kali', 'harus', 'tanyatanya', 'ke', 'warga', 'sekitar', 'jalur', 'masuk', 'cukup', 'nyelempit']	['air', 'terjun', 'yang', 'cukup', 'unik', 'karena', 'air', 'langsung', 'jatuh', 'ke', 'pantai', 'sayangnya', 'akses', 'disini', 'bisa', 'dibilang', 'masih', 'kurang', 'papan', 'lokasi', 'juga', 'kurang', 'memadai', 'jadi', 'beberapa', 'kali', 'harus', 'tanyatanya', 'ke', 'warga', 'sekitar', 'jalur', 'masuk', 'cukup', 'nyelempit']	['air', 'terjun', 'unik', 'air', 'langsung', 'jatuh', 'pantai', 'sayangnya', 'akses', 'dibilang', 'papan', 'lokasi', 'memadai', 'kali', 'tanyatanya', 'warga', 'jalur', 'masuk', 'nyelempit']	['air', 'terjun', 'unik', 'air', 'langsung', 'jatuh', 'pantai', 'sayang', 'akses', 'bilang', 'papan', 'lokasi', 'pada', 'kali', 'tanyatanya', 'warga', 'jalur', 'masuk', 'nyelempit']
422	424	Rezayutami	4 tahun lalu	Negatif	air terjun teroan	Baguuus,,sayang gak bs buat main2	Baguuussayang gak bs buat main	['baguuussayang', 'gak', 'bs', 'buat', 'main']	['baguuussayang', 'enggak', 'bisa', 'buat', 'main']	['baguuussayang', 'main']	['baguuussayang', 'main']
423	425	edy trirahmady	4 tahun lalu	Positif	air terjun teroan	ajibbbb...pantai dgn air terjun	ajibbbbpantai dgn air terjun	['ajibbbbpantai', 'dgn', 'air', 'terjun']	['ajibbbbpantai', 'dengan', 'air', 'terjun']	['ajibbbbpantai', 'air', 'terjun']	['ajibbbbpantai', 'air', 'terjun']
424	426	rayda zean	4 tahun lalu	Positif	air terjun teroan	Good place untuk liburan family yah. Recommended buat wisata yang satu ini	Good place untuk liburan family yah Recommended buat wisata yang satu ini	['good', 'place', 'untuk', 'liburan', 'family', 'yah', 'recommended', 'buat', 'wisata', 'yang', 'satu', 'ini']	['good', 'place', 'untuk', 'liburan', 'family', 'ya', 'recommended', 'buat', 'wisata', 'yang', 'satu', 'ini']	['good', 'place', 'liburan', 'family', 'recommended', 'wisata']	['good', 'place', 'libur', 'family', 'recommended', 'wisata']
425	427	IMAMUDDIN AP	4 tahun lalu	Positif	air terjun teroan	Sunset nya yang menawan sangat dinantikan, lokasinya yang dekat dengan jalan raya memudahkan kita untuk menjangkaunya. Kurang lebih 50km dari jembatan Suramadu, jadi persiapan perbekalan dan fisik karena perjalanan yang cukup lama. Waktu ?	Sunset nya yang menawan sangat dinantikan lokasinya yang dekat dengan jalan raya memudahkan kita untuk menjangkaunya Kurang lebih km dari jembatan Suramadu jadi persiapan perbekalan dan fisik karena perjalanan yang cukup lama Waktu	['sunset', 'nya', 'yang', 'menawan', 'sangat', 'dinantikan', 'lokasinya', 'yang', 'dekat', 'dengan', 'jalan', 'raya', 'memudahkan', 'kita', 'untuk', 'menjangkaunya', 'kurang', 'lebih', 'km', 'dari', 'jembatan', 'suramadu', 'jadi', 'persiapan', 'perbekalan', 'dan', 'fisik', 'karena', 'perjalanan', 'yang', 'cukup', 'lama', 'waktu']	['sunset', 'nya', 'yang', 'menawan', 'sangat', 'dinantikan', 'lokasinya', 'yang', 'dekat', 'dengan', 'jalan', 'raya', 'memudahkan', 'kita', 'untuk', 'menjangkaunya', 'kurang', 'lebih', 'kamu', 'dari', 'jembatan', 'suramadu', 'jadi', 'persiapan', 'perbekalan', 'dan', 'fisik', 'karena', 'perjalanan', 'yang', 'cukup', 'lama', 'waktu']	['sunset', 'menawan', 'dinantikan', 'lokasinya', 'jalan', 'raya', 'memudahkan', 'menjangkaunya', 'jembatan', 'suramadu', 'persiapan', 'perbekalan', 'fisik', 'perjalanan']	['sunset', 'tawan', 'nanti', 'lokasi', 'jalan', 'raya', 'mudah', 'jangkau', 'jembatan', 'suramadu', 'siap', 'bekal', 'fisik', 'jalan']
426	428	Alfan Nur Azizi	4 tahun lalu	Positif	air terjun teroan	Pemandangan pantai yang berpadu dengan air terjun...	Pemandangan pantai yang berpadu dengan air terjun	['pemandangan', 'pantai', 'yang', 'berpadu', 'dengan', 'air', 'terjun']	['pemandangan', 'pantai', 'yang', 'berpadu', 'dengan', 'air', 'terjun']	['pemandangan', 'pantai', 'berpadu', 'air', 'terjun']	['pandang', 'pantai', 'padu', 'air', 'terjun']
427	429	Husnul Ika Safitri	4 tahun lalu	Positif	air terjun teroan	Karen, Air Terjun langsung nyatu dengan  Laut.	Karen Air Terjun langsung nyatu dengan Laut	['karen', 'air', 'terjun', 'langsung', 'nyatu', 'dengan', 'laut']	['karen', 'air', 'terjun', 'langsung', 'nyatu', 'dengan', 'laut']	['karen', 'air', 'terjun', 'langsung', 'nyatu', 'laut']	['karen', 'air', 'terjun', 'langsung', 'nyatu', 'laut']
428	430	Asyam Mulayyan Dary	4 tahun lalu	Positif	air terjun teroan	Harga masuk akal, ikan kerapunya enak	Harga masuk akal ikan kerapunya enak	['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']	['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']	['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']	['harga', 'masuk', 'akal', 'ikan', 'kerapu', 'enak']
