lokasi;Sentimen;komentar;clean;tokenize;normalize;stopword;stemming
Museum Keraton;Netral;Cuci bersih gratis minuman+camilan;Cuci bersih gratis minuman camilan;['cuci', 'bersih', 'gratis', 'minuman', 'camilan'];['cuci', 'bersih', 'gratis', 'minuman', 'camilan'];['cuci', 'bersih', 'gratis', 'minuman', 'camilan'];['cuci', 'bersih', 'gratis', 'minum', 'camil']
Museum Keraton;Positif;Museum yang berkali-kali saya kunjungi. Setiap kali ada niat selalu setengah2, padahal kalau sudah di sana sampai lupa waktu. Selalu kurang. Banyak yang mesti dihapal dan terus dipelajari. Benar-benar media yang seru untuk belajar. Tiket …;Museum yang berkali kali saya kunjungi Setiap kali ada niat selalu setengah padahal kalau sudah di sana sampai lupa waktu Selalu kurang Banyak yang mesti dihapal dan terus dipelajari Benar benar media yang seru untuk belajar Tiket;['museum', 'yang', 'berkali', 'kali', 'saya', 'kunjungi', 'setiap', 'kali', 'ada', 'niat', 'selalu', 'setengah', 'padahal', 'kalau', 'sudah', 'di', 'sana', 'sampai', 'lupa', 'waktu', 'selalu', 'kurang', 'banyak', 'yang', 'mesti', 'dihapal', 'dan', 'terus', 'dipelajari', 'benar', 'benar', 'media', 'yang', 'seru', 'untuk', 'belajar', 'tiket'];['museum', 'yang', 'berkali', 'kali', 'saya', 'kunjungi', 'setiap', 'kali', 'ada', 'niat', 'selalu', 'setengah', 'padahal', 'kalau', 'sudah', 'di', 'sana', 'sampai', 'lupa', 'waktu', 'selalu', 'kurang', 'banyak', 'yang', 'mesti', 'dihapal', 'dan', 'terus', 'dipelajari', 'benar', 'benar', 'media', 'yang', 'seru', 'untuk', 'belajar', 'tiket'];['museum', 'berkali', 'kali', 'kunjungi', 'kali', 'niat', 'lupa', 'mesti', 'dihapal', 'dipelajari', 'media', 'seru', 'belajar', 'tiket'];['museum', 'kali', 'kali', 'kunjung', 'kali', 'niat', 'lupa', 'mesti', 'dihapal', 'ajar', 'media', 'seru', 'ajar', 'tiket']
Museum Keraton;Positif;Museum adalah tempat yang menyimpan benda benda bersejarah. Kabupaten sumenep dahulu adalah kerajaan. Tentu banyak benda dan cerita sejarah dalam museum ini. Areanya pun sangat luas. Dan guide nya menguasai sejarah, jelas cara penyampaiannya. Terima kasih pihak dinas pariwisata kab sumenep yang sudah memfasilitasi kami;Museum adalah tempat yang menyimpan benda benda bersejarah Kabupaten sumenep dahulu adalah kerajaan Tentu banyak benda dan cerita sejarah dalam museum ini Areanya pun sangat luas Dan guide nya menguasai sejarah jelas cara penyampaiannya Terima kasih pihak dinas pariwisata kab sumenep yang sudah memfasilitasi kami;['museum', 'adalah', 'tempat', 'yang', 'menyimpan', 'benda', 'benda', 'bersejarah', 'kabupaten', 'sumenep', 'dahulu', 'adalah', 'kerajaan', 'tentu', 'banyak', 'benda', 'dan', 'cerita', 'sejarah', 'dalam', 'museum', 'ini', 'areanya', 'pun', 'sangat', 'luas', 'dan', 'guide', 'nya', 'menguasai', 'sejarah', 'jelas', 'cara', 'penyampaiannya', 'terima', 'kasih', 'pihak', 'dinas', 'pariwisata', 'kab', 'sumenep', 'yang', 'sudah', 'memfasilitasi', 'kami'];['museum', 'adalah', 'tempat', 'yang', 'menyimpan', 'benda', 'benda', 'bersejarah', 'kabupaten', 'sumenep', 'dahulu', 'adalah', 'kerajaan', 'tentu', 'banyak', 'benda', 'dan', 'cerita', 'sejarah', 'dalam', 'museum', 'ini', 'areanya', 'pun', 'sangat', 'luas', 'dan', 'guide', 'nya', 'menguasai', 'sejarah', 'jelas', 'cara', 'penyampaiannya', 'terima', 'kasih', 'pihak', 'dinas', 'pariwisata', 'kab', 'sumenep', 'yang', 'sudah', 'memfasilitasi', 'kami'];['museum', 'menyimpan', 'benda', 'benda', 'bersejarah', 'kabupaten', 'sumenep', 'kerajaan', 'benda', 'cerita', 'sejarah', 'museum', 'areanya', 'luas', 'guide', 'menguasai', 'sejarah', 'penyampaiannya', 'terima', 'kasih', 'dinas', 'pariwisata', 'kab', 'sumenep', 'memfasilitasi'];['museum', 'simpan', 'benda', 'benda', 'sejarah', 'kabupaten', 'sumenep', 'raja', 'benda', 'cerita', 'sejarah', 'museum', 'area', 'luas', 'guide', 'kuasa', 'sejarah', 'sampai', 'terima', 'kasih', 'dinas', 'pariwisata', 'kab', 'sumenep', 'fasilitas']
Museum Keraton;Netral;Keraton Sumenep adalah tempat kediaman resmi para Adipati/Raja-Raja selain sebagai tempat untuk menjalankan roda pemerintahan. Kerajaan Sumenep sendiri bisa dibilang sifatnya sebagai kerajaan kecil (setingkat Kadipaten) kala itu, sebab …;Keraton Sumenep adalah tempat kediaman resmi para Adipati Raja Raja selain sebagai tempat untuk menjalankan roda pemerintahan Kerajaan Sumenep sendiri bisa dibilang sifatnya sebagai kerajaan kecil setingkat Kadipaten kala itu sebab;['keraton', 'sumenep', 'adalah', 'tempat', 'kediaman', 'resmi', 'para', 'adipati', 'raja', 'raja', 'selain', 'sebagai', 'tempat', 'untuk', 'menjalankan', 'roda', 'pemerintahan', 'kerajaan', 'sumenep', 'sendiri', 'bisa', 'dibilang', 'sifatnya', 'sebagai', 'kerajaan', 'kecil', 'setingkat', 'kadipaten', 'kala', 'itu', 'sebab'];['keraton', 'sumenep', 'adalah', 'tempat', 'kediaman', 'resmi', 'para', 'adipati', 'raja', 'raja', 'selain', 'sebagai', 'tempat', 'untuk', 'menjalankan', 'roda', 'pemerintahan', 'kerajaan', 'sumenep', 'sendiri', 'bisa', 'dibilang', 'sifatnya', 'sebagai', 'kerajaan', 'kecil', 'setingkat', 'kadipaten', 'kala', 'itu', 'sebab'];['keraton', 'sumenep', 'kediaman', 'resmi', 'adipati', 'raja', 'raja', 'menjalankan', 'roda', 'pemerintahan', 'kerajaan', 'sumenep', 'dibilang', 'sifatnya', 'kerajaan', 'setingkat', 'kadipaten'];['keraton', 'sumenep', 'diam', 'resmi', 'adipati', 'raja', 'raja', 'jalan', 'roda', 'perintah', 'raja', 'sumenep', 'bilang', 'sifat', 'raja', 'tingkat', 'kadipaten']
Museum Keraton;Netral;Keraton Sumenep ini merupakan kediaman resmi para Raja-Raja di Sumenep, juga sebagai tempat roda pemerintahan dijalankan. Sekarang, keraton ini menyimpan ratusan koleksi-koleksi sejarah yang tersimpan rapi dan terawat. Sebagai kediaman …;Keraton Sumenep ini merupakan kediaman resmi para Raja Raja di Sumenep juga sebagai tempat roda pemerintahan dijalankan Sekarang keraton ini menyimpan ratusan koleksi koleksi sejarah yang tersimpan rapi dan terawat Sebagai kediaman;['keraton', 'sumenep', 'ini', 'merupakan', 'kediaman', 'resmi', 'para', 'raja', 'raja', 'di', 'sumenep', 'juga', 'sebagai', 'tempat', 'roda', 'pemerintahan', 'dijalankan', 'sekarang', 'keraton', 'ini', 'menyimpan', 'ratusan', 'koleksi', 'koleksi', 'sejarah', 'yang', 'tersimpan', 'rapi', 'dan', 'terawat', 'sebagai', 'kediaman'];['keraton', 'sumenep', 'ini', 'merupakan', 'kediaman', 'resmi', 'para', 'raja', 'raja', 'di', 'sumenep', 'juga', 'sebagai', 'tempat', 'roda', 'pemerintahan', 'dijalankan', 'sekarang', 'keraton', 'ini', 'menyimpan', 'ratusan', 'koleksi', 'koleksi', 'sejarah', 'yang', 'tersimpan', 'rapi', 'dan', 'terawat', 'sebagai', 'kediaman'];['keraton', 'sumenep', 'kediaman', 'resmi', 'raja', 'raja', 'sumenep', 'roda', 'pemerintahan', 'dijalankan', 'keraton', 'menyimpan', 'ratusan', 'koleksi', 'koleksi', 'sejarah', 'tersimpan', 'rapi', 'terawat', 'kediaman'];['keraton', 'sumenep', 'diam', 'resmi', 'raja', 'raja', 'sumenep', 'roda', 'perintah', 'jalan', 'keraton', 'simpan', 'ratus', 'koleksi', 'koleksi', 'sejarah', 'simpan', 'rapi', 'awat', 'diam']
Museum Keraton;Positif;Museum ini bagus untuk kunjungan wisata hanya saja untuk benda2 kunonya sepertinya banyak yang bukan asli sumenep, seperti senjatanya. Dan lagi saat masuk museum yang ada kereta dan cermin besar, hawa mistis sangat terasa.;Museum ini bagus untuk kunjungan wisata hanya saja untuk benda kunonya sepertinya banyak yang bukan asli sumenep seperti senjatanya Dan lagi saat masuk museum yang ada kereta dan cermin besar hawa mistis sangat terasa;['museum', 'ini', 'bagus', 'untuk', 'kunjungan', 'wisata', 'hanya', 'saja', 'untuk', 'benda', 'kunonya', 'sepertinya', 'banyak', 'yang', 'bukan', 'asli', 'sumenep', 'seperti', 'senjatanya', 'dan', 'lagi', 'saat', 'masuk', 'museum', 'yang', 'ada', 'kereta', 'dan', 'cermin', 'besar', 'hawa', 'mistis', 'sangat', 'terasa'];['museum', 'ini', 'bagus', 'untuk', 'kunjungan', 'wisata', 'hanya', 'saja', 'untuk', 'benda', 'kunonya', 'sepertinya', 'banyak', 'yang', 'bukan', 'asli', 'sumenep', 'seperti', 'senjatanya', 'dan', 'lagi', 'saat', 'masuk', 'museum', 'yang', 'ada', 'kereta', 'dan', 'cermin', 'besar', 'hawa', 'mistis', 'sangat', 'terasa'];['museum', 'bagus', 'kunjungan', 'wisata', 'benda', 'kunonya', 'asli', 'sumenep', 'senjatanya', 'masuk', 'museum', 'kereta', 'cermin', 'hawa', 'mistis'];['museum', 'bagus', 'kunjung', 'wisata', 'benda', 'kuno', 'asli', 'sumenep', 'senjata', 'masuk', 'museum', 'kereta', 'cermin', 'hawa', 'mistis']
Museum Keraton;Positif;"sangat bagus sekali karena museum ini bner2 dan di jaga.
semoga para pengunjung dan pengurus lebih menghrgai dan menjga peninggaln bersejarah ini. …";sangat bagus sekali karena museum ini bner dan di jaga semoga para pengunjung dan pengurus lebih menghrgai dan menjga peninggaln bersejarah ini;['sangat', 'bagus', 'sekali', 'karena', 'museum', 'ini', 'bner', 'dan', 'di', 'jaga', 'semoga', 'para', 'pengunjung', 'dan', 'pengurus', 'lebih', 'menghrgai', 'dan', 'menjga', 'peninggaln', 'bersejarah', 'ini'];['sangat', 'bagus', 'sekali', 'karena', 'museum', 'ini', 'benar', 'dan', 'di', 'jaga', 'semoga', 'para', 'pengunjung', 'dan', 'pengurus', 'lebih', 'menghrgai', 'dan', 'menjga', 'peninggaln', 'bersejarah', 'ini'];['bagus', 'museum', 'jaga', 'semoga', 'pengunjung', 'pengurus', 'menghrgai', 'menjga', 'peninggaln', 'bersejarah'];['bagus', 'museum', 'jaga', 'moga', 'unjung', 'urus', 'menghrgai', 'menjga', 'peninggaln', 'sejarah']
Museum Keraton;Netral;"Inilah salah satu situs budaya peninggalan kraton Sumenep,yaitu taman sare.
Yg dimana pada dulu kala digunakan utk pemandian putri kerajaan,
Mitos nya siapa saja yg membasuh mukanya dgn air di kolam itu akan awet muda,dan lainnya juga";Inilah salah satu situs budaya peninggalan kraton Sumenep yaitu taman sare Yg dimana pada dulu kala digunakan utk pemandian putri kerajaan Mitos nya siapa saja yg membasuh mukanya dgn air di kolam itu akan awet muda dan lainnya juga;['inilah', 'salah', 'satu', 'situs', 'budaya', 'peninggalan', 'kraton', 'sumenep', 'yaitu', 'taman', 'sare', 'yg', 'dimana', 'pada', 'dulu', 'kala', 'digunakan', 'utk', 'pemandian', 'putri', 'kerajaan', 'mitos', 'nya', 'siapa', 'saja', 'yg', 'membasuh', 'mukanya', 'dgn', 'air', 'di', 'kolam', 'itu', 'akan', 'awet', 'muda', 'dan', 'lainnya', 'juga'];['inilah', 'salah', 'satu', 'situs', 'budaya', 'peninggalan', 'kraton', 'sumenep', 'yaitu', 'taman', 'sare', 'yang', 'dimana', 'pada', 'dulu', 'kala', 'digunakan', 'untuk', 'pemandian', 'putri', 'kerajaan', 'mitos', 'nya', 'siapa', 'saja', 'yang', 'membasuh', 'mukanya', 'dengan', 'air', 'di', 'kolam', 'itu', 'akan', 'awet', 'muda', 'dan', 'lainnya', 'juga'];['salah', 'situs', 'budaya', 'peninggalan', 'kraton', 'sumenep', 'taman', 'sare', 'dimana', 'pemandian', 'putri', 'kerajaan', 'mitos', 'membasuh', 'mukanya', 'air', 'kolam', 'awet', 'muda'];['salah', 'situs', 'budaya', 'tinggal', 'kraton', 'sumenep', 'taman', 'sare', 'mana', 'mandi', 'putri', 'raja', 'mitos', 'basuh', 'muka', 'air', 'kolam', 'awet', 'muda']
Museum Keraton;Netral;Tgl. 28 Juli 2019 bersama sahabat SDN Wonokusumo IV Surabaya. Beberapa kali kami berkunjung ke Museum Kraton Sumenep. Tgl. 17 November 2018 usai mengikuti apel Akbar HUT PGRI Jawa Timur di Stadion A.Yani bersama teman KS Kec. Kenjeran. …;Tgl Juli bersama sahabat SDN Wonokusumo IV Surabaya Beberapa kali kami berkunjung ke Museum Kraton Sumenep Tgl November usai mengikuti apel Akbar HUT PGRI Jawa Timur di Stadion A Yani bersama teman KS Kec Kenjeran;['tgl', 'juli', 'bersama', 'sahabat', 'sdn', 'wonokusumo', 'iv', 'surabaya', 'beberapa', 'kali', 'kami', 'berkunjung', 'ke', 'museum', 'kraton', 'sumenep', 'tgl', 'november', 'usai', 'mengikuti', 'apel', 'akbar', 'hut', 'pgri', 'jawa', 'timur', 'di', 'stadion', 'a', 'yani', 'bersama', 'teman', 'ks', 'kec', 'kenjeran'];['tanggal', 'juli', 'bersama', 'sahabat', 'sdn', 'wonokusumo', 'iv', 'surabaya', 'beberapa', 'kali', 'kami', 'berkunjung', 'ke', 'museum', 'kraton', 'sumenep', 'tanggal', 'november', 'usai', 'mengikuti', 'apel', 'akbar', 'hut', 'pgri', 'jawa', 'timur', 'di', 'stadion', 'a', 'yani', 'bersama', 'teman', 'ks', 'kec', 'kenjeran'];['tanggal', 'juli', 'sahabat', 'sdn', 'wonokusumo', 'iv', 'surabaya', 'kali', 'berkunjung', 'museum', 'kraton', 'sumenep', 'tanggal', 'november', 'mengikuti', 'apel', 'akbar', 'hut', 'pgri', 'jawa', 'timur', 'stadion', 'a', 'yani', 'teman', 'ks', 'kec', 'kenjeran'];['tanggal', 'juli', 'sahabat', 'sdn', 'wonokusumo', 'iv', 'surabaya', 'kali', 'kunjung', 'museum', 'kraton', 'sumenep', 'tanggal', 'november', 'ikut', 'apel', 'akbar', 'hut', 'pgri', 'jawa', 'timur', 'stadion', 'a', 'yani', 'teman', 'ks', 'kec', 'kenjeran']
Museum Keraton;Negatif;Suasana menarik. Wisata pendidikan. Ada pendamping ketika kita berkeliling jd bisa tahu ceritanya. Tp toiletnya kurang bersih. Disekitarnya jg byk sampah dari pepohonan;Suasana menarik Wisata pendidikan Ada pendamping ketika kita berkeliling jd bisa tahu ceritanya Tp toiletnya kurang bersih Disekitarnya jg byk sampah dari pepohonan;['suasana', 'menarik', 'wisata', 'pendidikan', 'ada', 'pendamping', 'ketika', 'kita', 'berkeliling', 'jd', 'bisa', 'tahu', 'ceritanya', 'tp', 'toiletnya', 'kurang', 'bersih', 'disekitarnya', 'jg', 'byk', 'sampah', 'dari', 'pepohonan'];['suasana', 'menarik', 'wisata', 'pendidikan', 'ada', 'pendamping', 'ketika', 'kita', 'berkeliling', 'jadi', 'bisa', 'tahu', 'ceritanya', 'tapi', 'toiletnya', 'kurang', 'bersih', 'disekitarnya', 'juga', 'banyak', 'sampah', 'dari', 'pepohonan'];['suasana', 'menarik', 'wisata', 'pendidikan', 'pendamping', 'berkeliling', 'ceritanya', 'toiletnya', 'bersih', 'disekitarnya', 'sampah', 'pepohonan'];['suasana', 'tarik', 'wisata', 'didik', 'damping', 'keliling', 'cerita', 'toilet', 'bersih', 'sekitar', 'sampah', 'pohon']
Museum Keraton;Positif;Banyak situs sejarah yang masih tersimpan rapi dan terjaga, contohnya kasur raja, kolam potre koneng, labang mesem, dll. Semoga tetap berlanjut seperti ini dan lebih baik lagi.;Banyak situs sejarah yang masih tersimpan rapi dan terjaga contohnya kasur raja kolam potre koneng labang mesem dll Semoga tetap berlanjut seperti ini dan lebih baik lagi;['banyak', 'situs', 'sejarah', 'yang', 'masih', 'tersimpan', 'rapi', 'dan', 'terjaga', 'contohnya', 'kasur', 'raja', 'kolam', 'potre', 'koneng', 'labang', 'mesem', 'dll', 'semoga', 'tetap', 'berlanjut', 'seperti', 'ini', 'dan', 'lebih', 'baik', 'lagi'];['banyak', 'situs', 'sejarah', 'yang', 'masih', 'tersimpan', 'rapi', 'dan', 'terjaga', 'contohnya', 'kasur', 'raja', 'kolam', 'potre', 'koneng', 'labang', 'mesem', 'dll', 'semoga', 'tetap', 'berlanjut', 'seperti', 'ini', 'dan', 'lebih', 'baik', 'lagi'];['situs', 'sejarah', 'tersimpan', 'rapi', 'terjaga', 'contohnya', 'kasur', 'raja', 'kolam', 'potre', 'koneng', 'labang', 'mesem', 'dll', 'semoga', 'berlanjut'];['situs', 'sejarah', 'simpan', 'rapi', 'jaga', 'contoh', 'kasur', 'raja', 'kolam', 'potre', 'koneng', 'labang', 'mesem', 'dll', 'moga', 'lanjut']
Museum Keraton;Netral;Kebetulan kami berkunjung di sini di waktu libur bersama. Jadi kerolaton tutup, tetapi kebetulan ada pegawai yang mengijinkan kami masuk dan memberikan arahan sebentar kepada kami. Keraton dg bangunan arsitektur gabungan antara Jawa dan …;Kebetulan kami berkunjung di sini di waktu libur bersama Jadi kerolaton tutup tetapi kebetulan ada pegawai yang mengijinkan kami masuk dan memberikan arahan sebentar kepada kami Keraton dg bangunan arsitektur gabungan antara Jawa dan;['kebetulan', 'kami', 'berkunjung', 'di', 'sini', 'di', 'waktu', 'libur', 'bersama', 'jadi', 'kerolaton', 'tutup', 'tetapi', 'kebetulan', 'ada', 'pegawai', 'yang', 'mengijinkan', 'kami', 'masuk', 'dan', 'memberikan', 'arahan', 'sebentar', 'kepada', 'kami', 'keraton', 'dg', 'bangunan', 'arsitektur', 'gabungan', 'antara', 'jawa', 'dan'];['kebetulan', 'kami', 'berkunjung', 'di', 'sini', 'di', 'waktu', 'libur', 'bersama', 'jadi', 'kerolaton', 'tutup', 'tetapi', 'kebetulan', 'ada', 'pegawai', 'yang', 'mengijinkan', 'kami', 'masuk', 'dan', 'memberikan', 'arahan', 'sebentar', 'kepada', 'kami', 'keraton', 'dengan', 'bangunan', 'arsitektur', 'gabungan', 'antara', 'jawa', 'dan'];['berkunjung', 'libur', 'kerolaton', 'tutup', 'pegawai', 'mengijinkan', 'masuk', 'arahan', 'sebentar', 'keraton', 'bangunan', 'arsitektur', 'gabungan', 'jawa'];['kunjung', 'libur', 'kerolaton', 'tutup', 'pegawai', 'mengijinkan', 'masuk', 'arah', 'sebentar', 'keraton', 'bangun', 'arsitektur', 'gabung', 'jawa']
Museum Keraton;Positif;Museum tertua yg ad di pulau madura pada zaman peradaban agama islam mulai tersebar di madura dan ada hubungan nya dengar penyebaran agama islam di pulau jawa dan kerajaaan2 islam yg ada di pulau jawa.;Museum tertua yg ad di pulau madura pada zaman peradaban agama islam mulai tersebar di madura dan ada hubungan nya dengar penyebaran agama islam di pulau jawa dan kerajaaan islam yg ada di pulau jawa;['museum', 'tertua', 'yg', 'ad', 'di', 'pulau', 'madura', 'pada', 'zaman', 'peradaban', 'agama', 'islam', 'mulai', 'tersebar', 'di', 'madura', 'dan', 'ada', 'hubungan', 'nya', 'dengar', 'penyebaran', 'agama', 'islam', 'di', 'pulau', 'jawa', 'dan', 'kerajaaan', 'islam', 'yg', 'ada', 'di', 'pulau', 'jawa'];['museum', 'tertua', 'yang', 'ada', 'di', 'pulau', 'madura', 'pada', 'zaman', 'peradaban', 'agama', 'islam', 'mulai', 'tersebar', 'di', 'madura', 'dan', 'ada', 'hubungan', 'nya', 'dengar', 'penyebaran', 'agama', 'islam', 'di', 'pulau', 'jawa', 'dan', 'kerajaaan', 'islam', 'yang', 'ada', 'di', 'pulau', 'jawa'];['museum', 'tertua', 'pulau', 'madura', 'zaman', 'peradaban', 'agama', 'islam', 'tersebar', 'madura', 'hubungan', 'dengar', 'penyebaran', 'agama', 'islam', 'pulau', 'jawa', 'kerajaaan', 'islam', 'pulau', 'jawa'];['museum', 'tua', 'pulau', 'madura', 'zaman', 'adab', 'agama', 'islam', 'sebar', 'madura', 'hubung', 'dengar', 'sebar', 'agama', 'islam', 'pulau', 'jawa', 'kerajaaan', 'islam', 'pulau', 'jawa']
Museum Keraton;Positif;Waw.... Peninggalan sejarah keraton sumenep;Waw Peninggalan sejarah keraton sumenep;['waw', 'peninggalan', 'sejarah', 'keraton', 'sumenep'];['wow', 'peninggalan', 'sejarah', 'keraton', 'sumenep'];['wow', 'peninggalan', 'sejarah', 'keraton', 'sumenep'];['wow', 'tinggal', 'sejarah', 'keraton', 'sumenep']
Museum Keraton;Positif;Tempat bersejarah beserta keraton yg terdapat di kota Sumenep, pulau Madura. Tempat nya sangat luas dan asri, dengan pohon beringin yg besar dan rindang. Kompleks keraton sangat bersih dan terawat...;Tempat bersejarah beserta keraton yg terdapat di kota Sumenep pulau Madura Tempat nya sangat luas dan asri dengan pohon beringin yg besar dan rindang Kompleks keraton sangat bersih dan terawat;['tempat', 'bersejarah', 'beserta', 'keraton', 'yg', 'terdapat', 'di', 'kota', 'sumenep', 'pulau', 'madura', 'tempat', 'nya', 'sangat', 'luas', 'dan', 'asri', 'dengan', 'pohon', 'beringin', 'yg', 'besar', 'dan', 'rindang', 'kompleks', 'keraton', 'sangat', 'bersih', 'dan', 'terawat'];['tempat', 'bersejarah', 'beserta', 'keraton', 'yang', 'terdapat', 'di', 'kota', 'sumenep', 'pulau', 'madura', 'tempat', 'nya', 'sangat', 'luas', 'dan', 'asri', 'dengan', 'pohon', 'beringin', 'yang', 'besar', 'dan', 'rindang', 'kompleks', 'keraton', 'sangat', 'bersih', 'dan', 'terawat'];['bersejarah', 'beserta', 'keraton', 'kota', 'sumenep', 'pulau', 'madura', 'luas', 'asri', 'pohon', 'beringin', 'rindang', 'kompleks', 'keraton', 'bersih', 'terawat'];['sejarah', 'serta', 'keraton', 'kota', 'sumenep', 'pulau', 'madura', 'luas', 'asri', 'pohon', 'beringin', 'rindang', 'kompleks', 'keraton', 'bersih', 'awat']
Museum Keraton;Positif;Terletak ditengah Kota Sumenep Madura Jawa Timur. Tempat wisata edukasi yg tepat bagi anak dan keluhan. Ada museum sejarah kerajaan dan perpustakaan juga;Terletak ditengah Kota Sumenep Madura Jawa Timur Tempat wisata edukasi yg tepat bagi anak dan keluhan Ada museum sejarah kerajaan dan perpustakaan juga;['terletak', 'ditengah', 'kota', 'sumenep', 'madura', 'jawa', 'timur', 'tempat', 'wisata', 'edukasi', 'yg', 'tepat', 'bagi', 'anak', 'dan', 'keluhan', 'ada', 'museum', 'sejarah', 'kerajaan', 'dan', 'perpustakaan', 'juga'];['terletak', 'ditengah', 'kota', 'sumenep', 'madura', 'jawa', 'timur', 'tempat', 'wisata', 'edukasi', 'yang', 'tepat', 'bagi', 'anak', 'dan', 'keluhan', 'ada', 'museum', 'sejarah', 'kerajaan', 'dan', 'perpustakaan', 'juga'];['terletak', 'ditengah', 'kota', 'sumenep', 'madura', 'jawa', 'timur', 'wisata', 'edukasi', 'anak', 'keluhan', 'museum', 'sejarah', 'kerajaan', 'perpustakaan'];['letak', 'tengah', 'kota', 'sumenep', 'madura', 'jawa', 'timur', 'wisata', 'edukasi', 'anak', 'keluh', 'museum', 'sejarah', 'raja', 'pustaka']
Museum Keraton;Positif;Suka sekali dengan tempat2 haritage kerajaan2 sperti ini, suasana sangat tenang, sangat bersih dn terawat baik di museum, pendopo agung ataupun di keputren, klu ke sumenep wajib ke kraton Sumenep;Suka sekali dengan tempat haritage kerajaan sperti ini suasana sangat tenang sangat bersih dn terawat baik di museum pendopo agung ataupun di keputren klu ke sumenep wajib ke kraton Sumenep;['suka', 'sekali', 'dengan', 'tempat', 'haritage', 'kerajaan', 'sperti', 'ini', 'suasana', 'sangat', 'tenang', 'sangat', 'bersih', 'dn', 'terawat', 'baik', 'di', 'museum', 'pendopo', 'agung', 'ataupun', 'di', 'keputren', 'klu', 'ke', 'sumenep', 'wajib', 'ke', 'kraton', 'sumenep'];['suka', 'sekali', 'dengan', 'tempat', 'haritage', 'kerajaan', 'seperti', 'ini', 'suasana', 'sangat', 'tenang', 'sangat', 'bersih', 'dan', 'terawat', 'baik', 'di', 'museum', 'pendopo', 'agung', 'ataupun', 'di', 'keputren', 'kalau', 'ke', 'sumenep', 'wajib', 'ke', 'kraton', 'sumenep'];['suka', 'haritage', 'kerajaan', 'suasana', 'tenang', 'bersih', 'terawat', 'museum', 'pendopo', 'agung', 'keputren', 'sumenep', 'wajib', 'kraton', 'sumenep'];['suka', 'haritage', 'raja', 'suasana', 'tenang', 'bersih', 'awat', 'museum', 'pendopo', 'agung', 'keputren', 'sumenep', 'wajib', 'kraton', 'sumenep']
Museum Keraton;Positif;Sebagai destinasi wisata sejarah di Sumenep. Tempatnya luas dan cukup bersih. Biasanya banyak peziarah atau wisatawan dari luar kota yang berkunjung.;Sebagai destinasi wisata sejarah di Sumenep Tempatnya luas dan cukup bersih Biasanya banyak peziarah atau wisatawan dari luar kota yang berkunjung;['sebagai', 'destinasi', 'wisata', 'sejarah', 'di', 'sumenep', 'tempatnya', 'luas', 'dan', 'cukup', 'bersih', 'biasanya', 'banyak', 'peziarah', 'atau', 'wisatawan', 'dari', 'luar', 'kota', 'yang', 'berkunjung'];['sebagai', 'destinasi', 'wisata', 'sejarah', 'di', 'sumenep', 'tempatnya', 'luas', 'dan', 'cukup', 'bersih', 'biasanya', 'banyak', 'peziarah', 'atau', 'wisatawan', 'dari', 'luar', 'kota', 'yang', 'berkunjung'];['destinasi', 'wisata', 'sejarah', 'sumenep', 'tempatnya', 'luas', 'bersih', 'peziarah', 'wisatawan', 'kota', 'berkunjung'];['destinasi', 'wisata', 'sejarah', 'sumenep', 'tempat', 'luas', 'bersih', 'ziarah', 'wisatawan', 'kota', 'kunjung']
Museum Keraton;Positif;Istana Keraton Sumenep (Keraton) terdaftar di depan Museum. Istana ini dibangun pada tahun 1762 di masa pemerintahan Tumengung Arya Nata Kusumo I. Terdiri dari Gerbang, Pendopo, Istana itu sendiri, Istana tua dan Taman Sare. Gerbang ini …;Istana Keraton Sumenep Keraton terdaftar di depan Museum Istana ini dibangun pada tahun di masa pemerintahan Tumengung Arya Nata Kusumo I Terdiri dari Gerbang Pendopo Istana itu sendiri Istana tua dan Taman Sare Gerbang ini;['istana', 'keraton', 'sumenep', 'keraton', 'terdaftar', 'di', 'depan', 'museum', 'istana', 'ini', 'dibangun', 'pada', 'tahun', 'di', 'masa', 'pemerintahan', 'tumengung', 'arya', 'nata', 'kusumo', 'i', 'terdiri', 'dari', 'gerbang', 'pendopo', 'istana', 'itu', 'sendiri', 'istana', 'tua', 'dan', 'taman', 'sare', 'gerbang', 'ini'];['istana', 'keraton', 'sumenep', 'keraton', 'terdaftar', 'di', 'depan', 'museum', 'istana', 'ini', 'dibangun', 'pada', 'tahun', 'di', 'masa', 'pemerintahan', 'tumengung', 'arya', 'nata', 'kusumo', 'i', 'terdiri', 'dari', 'gerbang', 'pendopo', 'istana', 'itu', 'sendiri', 'istana', 'tua', 'dan', 'taman', 'sare', 'gerbang', 'ini'];['istana', 'keraton', 'sumenep', 'keraton', 'terdaftar', 'museum', 'istana', 'dibangun', 'pemerintahan', 'tumengung', 'arya', 'nata', 'kusumo', 'i', 'gerbang', 'pendopo', 'istana', 'istana', 'tua', 'taman', 'sare', 'gerbang'];['istana', 'keraton', 'sumenep', 'keraton', 'daftar', 'museum', 'istana', 'bangun', 'perintah', 'tumengung', 'arya', 'nata', 'sumo', 'i', 'gerbang', 'pendopo', 'istana', 'istana', 'tua', 'taman', 'sare', 'gerbang']
