;index;lokasi;Sentimen;komentar;tokenize;clean;normalize;stopword;stemming
3143;3168;Museum Keraton;Positif;KEREEN;['kereen'];['kereen'];['keren'];['keren'];['keren']
3144;3169;Museum Keraton;Netral;Soengenep;['soengenep'];['soengenep'];['soengenep'];['soengenep'];['soengenep']
3145;3170;Museum Keraton;Positif;Asik;['asik'];['asik'];['asik'];['asik'];['asik']
3146;3171;Museum Keraton;Netral;jik …;['jik', '…'];['jik', ''];['jik', ''];['jik', ''];['jik', '']
3147;3172;Museum Keraton;Positif;Mereka selalu kesini;['mereka', 'selalu', 'kesini'];['mereka', 'selalu', 'kesini'];['mereka', 'selalu', 'kesini'];['kesini'];['kesini']
3148;3173;Museum Keraton;Positif;Ok …;['ok', '…'];['ok', ''];['ok', ''];['ok', ''];['ok', '']
3149;3174;Museum Keraton;Positif;Ok …;['ok', '…'];['ok', ''];['ok', ''];['ok', ''];['ok', '']
3150;3175;Museum Keraton;Positif;Luar bi …;['luar', 'bi', '…'];['luar', 'bi', ''];['luar', 'bi', ''];['bi', ''];['bi', '']
3151;3176;Museum Keraton;Positif;Bagus;['bagus'];['bagus'];['bagus'];['bagus'];['bagus']
3152;3177;Museum Keraton;Positif;Keraton Sumenep yang bersejarah;['keraton', 'sumenep', 'yang', 'bersejarah'];['keraton', 'sumenep', 'yang', 'bersejarah'];['keraton', 'sumenep', 'yang', 'bersejarah'];['keraton', 'sumenep', 'bersejarah'];['keraton', 'sumenep', 'sejarah']
3153;3179;Museum Keraton;Positif;Pengalaman luar biasa;['pengalaman', 'luar', 'biasa'];['pengalaman', 'luar', 'biasa'];['pengalaman', 'luar', 'biasa'];['pengalaman'];['alam']
3154;3180;Museum Keraton;Positif;Bagus;['bagus'];['bagus'];['bagus'];['bagus'];['bagus']
3155;3181;Museum Keraton;Netral;Panduan ya …;['panduan', 'ya', '…'];['panduan', 'ya', ''];['panduan', 'ya', ''];['panduan', ''];['pandu', '']
3156;3182;Museum Keraton;Positif;Tempat yang bgs;['tempat', 'yang', 'bgs'];['tempat', 'yang', 'bgs'];['tempat', 'yang', 'bagus'];['bagus'];['bagus']
3157;3183;Museum Keraton;Positif;Museum biasa;['museum', 'biasa'];['museum', 'biasa'];['museum', 'biasa'];['museum'];['museum']
3158;3184;Museum Keraton;Positif;Wow;['wow'];['wow'];['wow'];['wow'];['wow']
3159;3185;Museum Keraton;Positif;tujuan yang bagus;['tujuan', 'yang', 'bagus'];['tujuan', 'yang', 'bagus'];['tujuan', 'yang', 'bagus'];['tujuan', 'bagus'];['tuju', 'bagus']
3160;3186;Museum Keraton;Positif;Museum Sumenep;['museum', 'sumenep'];['museum', 'sumenep'];['museum', 'sumenep'];['museum', 'sumenep'];['museum', 'sumenep']
3161;3187;Museum Keraton;Netral;Secara histo …;['secara', 'histo', '…'];['secara', 'histo', ''];['secara', 'histo', ''];['histo', ''];['histo', '']
3162;3188;Museum Keraton;Positif;tempat bersejarah adem sejuk suasana nyaman, sneng aj pas kesana pertama kali ada adek adek yg latihan alat musik di situ. tenang ada mas pendamping kok disitu.. ramah bgt;['tempat', 'bersejarah', 'adem', 'sejuk', 'suasana', 'nyaman', 'sneng', 'aj', 'pas', 'kesana', 'pertama', 'kali', 'ada', 'adek', 'adek', 'yg', 'latihan', 'alat', 'musik', 'di', 'situ', 'tenang', 'ada', 'mas', 'pendamping', 'kok', 'disitu', 'ramah', 'bgt'];['tempat', 'bersejarah', 'adem', 'sejuk', 'suasana', 'nyaman', 'sneng', 'aj', 'pas', 'kesana', 'pertama', 'kali', 'ada', 'adek', 'adek', 'yg', 'latihan', 'alat', 'musik', 'di', 'situ', 'tenang', 'ada', 'mas', 'pendamping', 'kok', 'disitu', 'ramah', 'bgt'];['tempat', 'bersejarah', 'adem', 'sejuk', 'suasana', 'nyaman', 'senang', 'saja', 'pas', 'kesana', 'pertama', 'kali', 'ada', 'adek', 'adek', 'yang', 'latihan', 'alat', 'musik', 'di', 'situ', 'tenang', 'ada', 'mas', 'pendamping', 'kok', 'disitu', 'ramah', 'banget'];['bersejarah', 'adem', 'sejuk', 'suasana', 'nyaman', 'senang', 'pas', 'kesana', 'kali', 'adek', 'adek', 'latihan', 'alat', 'musik', 'situ', 'tenang', 'mas', 'pendamping', 'disitu', 'ramah', 'banget'];['sejarah', 'adem', 'sejuk', 'suasana', 'nyaman', 'senang', 'pas', 'kesana', 'kali', 'adek', 'adek', 'latih', 'alat', 'musik', 'situ', 'tenang', 'mas', 'damping', 'situ', 'ramah', 'banget']
3163;3189;Museum Keraton;Positif;"Terdapat banyak koleksi dari masa raja di Sumenep, terutama di era Pemerintahan Sultan Abdurrahman.
Tempat belajar dan menggali pengetahuan tentang sejarah Sumenep";['terdapat', 'banyak', 'koleksi', 'dari', 'masa', 'raja', 'di', 'sumenep', 'terutama', 'di', 'era', 'pemerintahan', 'sultan', 'abdurrahman', 'tempat', 'belajar', 'dan', 'menggali', 'pengetahuan', 'tentang', 'sejarah', 'sumenep'];['terdapat', 'banyak', 'koleksi', 'dari', 'masa', 'raja', 'di', 'sumenep', 'terutama', 'di', 'era', 'pemerintahan', 'sultan', 'abdurrahman', 'tempat', 'belajar', 'dan', 'menggali', 'pengetahuan', 'tentang', 'sejarah', 'sumenep'];['terdapat', 'banyak', 'koleksi', 'dari', 'masa', 'raja', 'di', 'sumenep', 'terutama', 'di', 'era', 'pemerintahan', 'sultan', 'abdurrahman', 'tempat', 'belajar', 'dan', 'menggali', 'pengetahuan', 'tentang', 'sejarah', 'sumenep'];['koleksi', 'raja', 'sumenep', 'era', 'pemerintahan', 'sultan', 'abdurrahman', 'belajar', 'menggali', 'pengetahuan', 'sejarah', 'sumenep'];['koleksi', 'raja', 'sumenep', 'era', 'perintah', 'sultan', 'abdurrahman', 'ajar', 'gali', 'tahu', 'sejarah', 'sumenep']
3164;3190;Museum Keraton;Positif;"Benda-benda peninggalan kerajaan masih terjaga, bangunan keraton masih terjaga
Terima kasih kepada pemerintah Kabupaten Sumenep yang masih menjaga semuanya tetap asli";['bendabenda', 'peninggalan', 'kerajaan', 'masih', 'terjaga', 'bangunan', 'keraton', 'masih', 'terjaga', 'terima', 'kasih', 'kepada', 'pemerintah', 'kabupaten', 'sumenep', 'yang', 'masih', 'menjaga', 'semuanya', 'tetap', 'asli'];['bendabenda', 'peninggalan', 'kerajaan', 'masih', 'terjaga', 'bangunan', 'keraton', 'masih', 'terjaga', 'terima', 'kasih', 'kepada', 'pemerintah', 'kabupaten', 'sumenep', 'yang', 'masih', 'menjaga', 'semuanya', 'tetap', 'asli'];['bendabenda', 'peninggalan', 'kerajaan', 'masih', 'terjaga', 'bangunan', 'keraton', 'masih', 'terjaga', 'terima', 'kasih', 'kepada', 'pemerintah', 'kabupaten', 'sumenep', 'yang', 'masih', 'menjaga', 'semuanya', 'tetap', 'asli'];['bendabenda', 'peninggalan', 'kerajaan', 'terjaga', 'bangunan', 'keraton', 'terjaga', 'terima', 'kasih', 'pemerintah', 'kabupaten', 'sumenep', 'menjaga', 'asli'];['bendabenda', 'tinggal', 'raja', 'jaga', 'bangun', 'keraton', 'jaga', 'terima', 'kasih', 'perintah', 'kabupaten', 'sumenep', 'jaga', 'asli']
3165;3191;Museum Keraton;Positif;Tidak meninggalkan sejarah;['tidak', 'meninggalkan', 'sejarah'];['tidak', 'meninggalkan', 'sejarah'];['tidak', 'meninggalkan', 'sejarah'];['meninggalkan', 'sejarah'];['tinggal', 'sejarah']
3166;3192;Museum Keraton;Positif;Tempat yang bersih, ramah, teduh dan sangat nyaman untuk rekreasi;['tempat', 'yang', 'bersih', 'ramah', 'teduh', 'dan', 'sangat', 'nyaman', 'untuk', 'rekreasi'];['tempat', 'yang', 'bersih', 'ramah', 'teduh', 'dan', 'sangat', 'nyaman', 'untuk', 'rekreasi'];['tempat', 'yang', 'bersih', 'ramah', 'teduh', 'dan', 'sangat', 'nyaman', 'untuk', 'rekreasi'];['bersih', 'ramah', 'teduh', 'nyaman', 'rekreasi'];['bersih', 'ramah', 'teduh', 'nyaman', 'rekreasi']
3167;3193;Museum Keraton;Positif;Napak tilas mencium aroma, merasakan aura kerajaan Sumenep;['napak', 'tilas', 'mencium', 'aroma', 'merasakan', 'aura', 'kerajaan', 'sumenep'];['napak', 'tilas', 'mencium', 'aroma', 'merasakan', 'aura', 'kerajaan', 'sumenep'];['napak', 'tilas', 'mencium', 'aroma', 'merasakan', 'aura', 'kerajaan', 'sumenep'];['napak', 'tilas', 'mencium', 'aroma', 'merasakan', 'aura', 'kerajaan', 'sumenep'];['napak', 'tilas', 'cium', 'aroma', 'rasa', 'aura', 'raja', 'sumenep']
3168;3194;Museum Keraton;Positif;Penuh dengan lampu2;['penuh', 'dengan', 'lampu2'];['penuh', 'dengan', 'lampu'];['penuh', 'dengan', 'lampu'];['penuh', 'lampu'];['penuh', 'lampu']
3169;3195;Museum Keraton;Positif;Sound sistem miniatur;['sound', 'sistem', 'miniatur'];['sound', 'sistem', 'miniatur'];['sound', 'sistem', 'miniatur'];['sound', 'sistem', 'miniatur'];['sound', 'sistem', 'miniatur']
3170;3196;Museum Keraton;Positif;Tempatnya bersih,rimbun...;['tempatnya', 'bersihrimbun'];['tempatnya', 'bersihrimbun'];['tempatnya', 'bersihrimbun'];['tempatnya', 'bersihrimbun'];['tempat', 'bersihrimbun']
3171;3197;Museum Keraton;Positif;Museum yang hebat, pengalaman yang luar biasa. Awalnya saya hanya ingin bersenang-senang tetapi akhi …;['museum', 'yang', 'hebat', 'pengalaman', 'yang', 'luar', 'biasa', 'awalnya', 'saya', 'hanya', 'ingin', 'bersenangsenang', 'tetapi', 'akhi', '…'];['museum', 'yang', 'hebat', 'pengalaman', 'yang', 'luar', 'biasa', 'awalnya', 'saya', 'hanya', 'ingin', 'bersenangsenang', 'tetapi', 'akhi', ''];['museum', 'yang', 'hebat', 'pengalaman', 'yang', 'luar', 'biasa', 'awalnya', 'saya', 'hanya', 'ingin', 'bersenangsenang', 'tetapi', 'akhi', ''];['museum', 'hebat', 'pengalaman', 'bersenangsenang', 'akhi', ''];['museum', 'hebat', 'alam', 'bersenangsenang', 'akh', '']
3172;3198;Museum Keraton;Positif;Ditempatkan untuk belajar tentang sejarah pulau Madura dan p …;['ditempatkan', 'untuk', 'belajar', 'tentang', 'sejarah', 'pulau', 'madura', 'dan', 'p', '…'];['ditempatkan', 'untuk', 'belajar', 'tentang', 'sejarah', 'pulau', 'madura', 'dan', 'p', ''];['ditempatkan', 'untuk', 'belajar', 'tentang', 'sejarah', 'pulau', 'madura', 'dan', 'p', ''];['ditempatkan', 'belajar', 'sejarah', 'pulau', 'madura', 'p', ''];['tempat', 'ajar', 'sejarah', 'pulau', 'madura', 'p', '']
3173;3199;Museum Keraton;Positif;Bagi yang ingin jalan jalan tempo dulu ada keraton kesultanan Madura (Sumenep) yang bagus banget buat dikunjungi saat liburan. Terdapat warisan budaya yang dapat kita lihat seperti bangunan keraton yang kokoh, kereta kuda, baju, perhiasan dan tempat mandi putri-putri keraton yang terjaga keasriannya.;['bagi', 'yang', 'ingin', 'jalan', 'jalan', 'tempo', 'dulu', 'ada', 'keraton', 'kesultanan', 'madura', 'sumenep', 'yang', 'bagus', 'banget', 'buat', 'dikunjungi', 'saat', 'liburan', 'terdapat', 'warisan', 'budaya', 'yang', 'dapat', 'kita', 'lihat', 'seperti', 'bangunan', 'keraton', 'yang', 'kokoh', 'kereta', 'kuda', 'baju', 'perhiasan', 'dan', 'tempat', 'mandi', 'putriputri', 'keraton', 'yang', 'terjaga', 'keasriannya'];['bagi', 'yang', 'ingin', 'jalan', 'jalan', 'tempo', 'dulu', 'ada', 'keraton', 'kesultanan', 'madura', 'sumenep', 'yang', 'bagus', 'banget', 'buat', 'dikunjungi', 'saat', 'liburan', 'terdapat', 'warisan', 'budaya', 'yang', 'dapat', 'kita', 'lihat', 'seperti', 'bangunan', 'keraton', 'yang', 'kokoh', 'kereta', 'kuda', 'baju', 'perhiasan', 'dan', 'tempat', 'mandi', 'putriputri', 'keraton', 'yang', 'terjaga', 'keasriannya'];['bagi', 'yang', 'ingin', 'jalan', 'jalan', 'tempo', 'dulu', 'ada', 'keraton', 'kesultanan', 'madura', 'sumenep', 'yang', 'bagus', 'banget', 'buat', 'dikunjungi', 'saat', 'liburan', 'terdapat', 'warisan', 'budaya', 'yang', 'dapat', 'kita', 'lihat', 'seperti', 'bangunan', 'keraton', 'yang', 'kokoh', 'kereta', 'kuda', 'baju', 'perhiasan', 'dan', 'tempat', 'mandi', 'putriputri', 'keraton', 'yang', 'terjaga', 'keasriannya'];['jalan', 'jalan', 'tempo', 'keraton', 'kesultanan', 'madura', 'sumenep', 'bagus', 'banget', 'dikunjungi', 'liburan', 'warisan', 'budaya', 'lihat', 'bangunan', 'keraton', 'kokoh', 'kereta', 'kuda', 'baju', 'perhiasan', 'mandi', 'putriputri', 'keraton', 'terjaga', 'keasriannya'];['jalan', 'jalan', 'tempo', 'keraton', 'sultan', 'madura', 'sumenep', 'bagus', 'banget', 'kunjung', 'libur', 'waris', 'budaya', 'lihat', 'bangun', 'keraton', 'kokoh', 'kereta', 'kuda', 'baju', 'hias', 'mandi', 'putriputri', 'keraton', 'jaga', 'asri']
3174;3200;Museum Keraton;Netral;"Tempat yang berisi banyak sejarah kota Sumenep yang sedikit sekali orang tau. Bahwa Sumenep memiliki pemimpin seorang kiyai dan pernah di beri banyak hadiah atau penghargaan dari Inggris.
Harga tiket masuk 3500. Dewasa anak"" 2000";['tempat', 'yang', 'berisi', 'banyak', 'sejarah', 'kota', 'sumenep', 'yang', 'sedikit', 'sekali', 'orang', 'tau', 'bahwa', 'sumenep', 'memiliki', 'pemimpin', 'seorang', 'kiyai', 'dan', 'pernah', 'di', 'beri', 'banyak', 'hadiah', 'atau', 'penghargaan', 'dari', 'inggris', 'harga', 'tiket', 'masuk', '3500', 'dewasa', 'anak', '2000'];['tempat', 'yang', 'berisi', 'banyak', 'sejarah', 'kota', 'sumenep', 'yang', 'sedikit', 'sekali', 'orang', 'tau', 'bahwa', 'sumenep', 'memiliki', 'pemimpin', 'seorang', 'kiyai', 'dan', 'pernah', 'di', 'beri', 'banyak', 'hadiah', 'atau', 'penghargaan', 'dari', 'inggris', 'harga', 'tiket', 'masuk', '', 'dewasa', 'anak', ''];['tempat', 'yang', 'berisi', 'banyak', 'sejarah', 'kota', 'sumenep', 'yang', 'sedikit', 'sekali', 'orang', 'tau', 'bahwa', 'sumenep', 'memiliki', 'pemimpin', 'seorang', 'kiyai', 'dan', 'pernah', 'di', 'beri', 'banyak', 'hadiah', 'atau', 'penghargaan', 'dari', 'inggris', 'harga', 'tiket', 'masuk', '', 'dewasa', 'anak', ''];['berisi', 'sejarah', 'kota', 'sumenep', 'orang', 'sumenep', 'memiliki', 'pemimpin', 'kiyai', 'hadiah', 'penghargaan', 'inggris', 'harga', 'tiket', 'masuk', '', 'dewasa', 'anak', ''];['isi', 'sejarah', 'kota', 'sumenep', 'orang', 'sumenep', 'milik', 'pimpin', 'kiyai', 'hadiah', 'harga', 'inggris', 'harga', 'tiket', 'masuk', '', 'dewasa', 'anak', '']
3175;3201;Museum Keraton;Positif;Masih terawat Dan menarik. Tiket masuk sangat murah Ada pemandunya juga. Tinggal kasih tips di ending trip;['masih', 'terawat', 'dan', 'menarik', 'tiket', 'masuk', 'sangat', 'murah', 'ada', 'pemandunya', 'juga', 'tinggal', 'kasih', 'tips', 'di', 'ending', 'trip'];['masih', 'terawat', 'dan', 'menarik', 'tiket', 'masuk', 'sangat', 'murah', 'ada', 'pemandunya', 'juga', 'tinggal', 'kasih', 'tips', 'di', 'ending', 'trip'];['masih', 'terawat', 'dan', 'menarik', 'tiket', 'masuk', 'sangat', 'murah', 'ada', 'pemandunya', 'juga', 'tinggal', 'kasih', 'tips', 'di', 'ending', 'trip'];['terawat', 'menarik', 'tiket', 'masuk', 'murah', 'pemandunya', 'tinggal', 'kasih', 'tips', 'ending', 'trip'];['awat', 'tarik', 'tiket', 'masuk', 'murah', 'pandu', 'tinggal', 'kasih', 'tips', 'ending', 'trip']
3176;3202;Museum Keraton;Positif;"Tempatnya Bagus, strategis, dan guide yang mendampingi selama berkeliling juga baik.
Banyak benda-benda bersejarah yang bisa dipelajari";['tempatnya', 'bagus', 'strategis', 'dan', 'guide', 'yang', 'mendampingi', 'selama', 'berkeliling', 'juga', 'baik', 'banyak', 'bendabenda', 'bersejarah', 'yang', 'bisa', 'dipelajari'];['tempatnya', 'bagus', 'strategis', 'dan', 'guide', 'yang', 'mendampingi', 'selama', 'berkeliling', 'juga', 'baik', 'banyak', 'bendabenda', 'bersejarah', 'yang', 'bisa', 'dipelajari'];['tempatnya', 'bagus', 'strategis', 'dan', 'guide', 'yang', 'mendampingi', 'selama', 'berkeliling', 'juga', 'baik', 'banyak', 'bendabenda', 'bersejarah', 'yang', 'bisa', 'dipelajari'];['tempatnya', 'bagus', 'strategis', 'guide', 'mendampingi', 'berkeliling', 'bendabenda', 'bersejarah', 'dipelajari'];['tempat', 'bagus', 'strategis', 'guide', 'damping', 'keliling', 'bendabenda', 'sejarah', 'ajar']
3177;3203;Museum Keraton;Positif;Tempatnya bagus dan pelayanan yg baik. Koleksi juga masih tersim0an dengan baik. Kondisi bersih dan asri. Tiket murah;['tempatnya', 'bagus', 'dan', 'pelayanan', 'yg', 'baik', 'koleksi', 'juga', 'masih', 'tersim0an', 'dengan', 'baik', 'kondisi', 'bersih', 'dan', 'asri', 'tiket', 'murah'];['tempatnya', 'bagus', 'dan', 'pelayanan', 'yg', 'baik', 'koleksi', 'juga', 'masih', 'tersiman', 'dengan', 'baik', 'kondisi', 'bersih', 'dan', 'asri', 'tiket', 'murah'];['tempatnya', 'bagus', 'dan', 'pelayanan', 'yang', 'baik', 'koleksi', 'juga', 'masih', 'tersiman', 'dengan', 'baik', 'kondisi', 'bersih', 'dan', 'asri', 'tiket', 'murah'];['tempatnya', 'bagus', 'pelayanan', 'koleksi', 'tersiman', 'kondisi', 'bersih', 'asri', 'tiket', 'murah'];['tempat', 'bagus', 'layan', 'koleksi', 'tersiman', 'kondisi', 'bersih', 'asri', 'tiket', 'murah']
3178;3204;Museum Keraton;Positif;Banyak benda benda peninggalan kraton madura yang dapat di gunakan untuk mempelajari kehidupan mereka pada masa lalu. Tapi, saat saya datang masih dalam keadaan di renovasi, dan tidak ada papan petunjuk arah serta tidak ada pemandu nya.. Dan tempat yang menarik sangat kurang.  Semoga pihak pemerintahan sumenep dapat memperbaiki nya;['banyak', 'benda', 'benda', 'peninggalan', 'kraton', 'madura', 'yang', 'dapat', 'di', 'gunakan', 'untuk', 'mempelajari', 'kehidupan', 'mereka', 'pada', 'masa', 'lalu', 'tapi', 'saat', 'saya', 'datang', 'masih', 'dalam', 'keadaan', 'di', 'renovasi', 'dan', 'tidak', 'ada', 'papan', 'petunjuk', 'arah', 'serta', 'tidak', 'ada', 'pemandu', 'nya', 'dan', 'tempat', 'yang', 'menarik', 'sangat', 'kurang', 'semoga', 'pihak', 'pemerintahan', 'sumenep', 'dapat', 'memperbaiki', 'nya'];['banyak', 'benda', 'benda', 'peninggalan', 'kraton', 'madura', 'yang', 'dapat', 'di', 'gunakan', 'untuk', 'mempelajari', 'kehidupan', 'mereka', 'pada', 'masa', 'lalu', 'tapi', 'saat', 'saya', 'datang', 'masih', 'dalam', 'keadaan', 'di', 'renovasi', 'dan', 'tidak', 'ada', 'papan', 'petunjuk', 'arah', 'serta', 'tidak', 'ada', 'pemandu', 'nya', 'dan', 'tempat', 'yang', 'menarik', 'sangat', 'kurang', 'semoga', 'pihak', 'pemerintahan', 'sumenep', 'dapat', 'memperbaiki', 'nya'];['banyak', 'benda', 'benda', 'peninggalan', 'kraton', 'madura', 'yang', 'dapat', 'di', 'gunakan', 'untuk', 'mempelajari', 'kehidupan', 'mereka', 'pada', 'masa', 'lalu', 'tapi', 'saat', 'saya', 'datang', 'masih', 'dalam', 'keadaan', 'di', 'renovasi', 'dan', 'tidak', 'ada', 'papan', 'petunjuk', 'arah', 'serta', 'tidak', 'ada', 'pemandu', 'nya', 'dan', 'tempat', 'yang', 'menarik', 'sangat', 'kurang', 'semoga', 'pihak', 'pemerintahan', 'sumenep', 'dapat', 'memperbaiki', 'nya'];['benda', 'benda', 'peninggalan', 'kraton', 'madura', 'mempelajari', 'kehidupan', 'renovasi', 'papan', 'petunjuk', 'arah', 'pemandu', 'menarik', 'semoga', 'pemerintahan', 'sumenep', 'memperbaiki'];['benda', 'benda', 'tinggal', 'kraton', 'madura', 'ajar', 'hidup', 'renovasi', 'papan', 'tunjuk', 'arah', 'pandu', 'tarik', 'moga', 'perintah', 'sumenep', 'baik']
3179;3205;Museum Keraton;Positif;Belajar tentang kebudayaan dan peninggalan keraton sumenep.liburan bersama anak2 menambah wawasan dan cinta tanah air;['belajar', 'tentang', 'kebudayaan', 'dan', 'peninggalan', 'keraton', 'sumenepliburan', 'bersama', 'anak2', 'menambah', 'wawasan', 'dan', 'cinta', 'tanah', 'air'];['belajar', 'tentang', 'kebudayaan', 'dan', 'peninggalan', 'keraton', 'sumenepliburan', 'bersama', 'anak', 'menambah', 'wawasan', 'dan', 'cinta', 'tanah', 'air'];['belajar', 'tentang', 'kebudayaan', 'dan', 'peninggalan', 'keraton', 'sumenepliburan', 'bersama', 'anak', 'menambah', 'wawasan', 'dan', 'cinta', 'tanah', 'air'];['belajar', 'kebudayaan', 'peninggalan', 'keraton', 'sumenepliburan', 'anak', 'menambah', 'wawasan', 'cinta', 'tanah', 'air'];['ajar', 'budaya', 'tinggal', 'keraton', 'sumenepliburan', 'anak', 'tambah', 'wawas', 'cinta', 'tanah', 'air']
3180;3206;Museum Keraton;Positif;Banyak pengetahuan yang kita dapat tentang budaya madura. Dan dipendopo juga jual jamu racikan asli madura yang harganya murah badai .. Hehehee..;['banyak', 'pengetahuan', 'yang', 'kita', 'dapat', 'tentang', 'budaya', 'madura', 'dan', 'dipendopo', 'juga', 'jual', 'jamu', 'racikan', 'asli', 'madura', 'yang', 'harganya', 'murah', 'badai', 'hehehee'];['banyak', 'pengetahuan', 'yang', 'kita', 'dapat', 'tentang', 'budaya', 'madura', 'dan', 'dipendopo', 'juga', 'jual', 'jamu', 'racikan', 'asli', 'madura', 'yang', 'harganya', 'murah', 'badai', 'hehehee'];['banyak', 'pengetahuan', 'yang', 'kita', 'dapat', 'tentang', 'budaya', 'madura', 'dan', 'dipendopo', 'juga', 'jual', 'jamu', 'racikan', 'asli', 'madura', 'yang', 'harganya', 'murah', 'badai', 'hehehee'];['pengetahuan', 'budaya', 'madura', 'dipendopo', 'jual', 'jamu', 'racikan', 'asli', 'madura', 'harganya', 'murah', 'badai', 'hehehee'];['tahu', 'budaya', 'madura', 'pendopo', 'jual', 'jamu', 'racik', 'asli', 'madura', 'harga', 'murah', 'badai', 'hehehee']
3181;3207;Museum Keraton;Positif;Sayang kurang terawat padahal punya nilai sejarah yg tinggi;['sayang', 'kurang', 'terawat', 'padahal', 'punya', 'nilai', 'sejarah', 'yg', 'tinggi'];['sayang', 'kurang', 'terawat', 'padahal', 'punya', 'nilai', 'sejarah', 'yg', 'tinggi'];['sayang', 'kurang', 'terawat', 'padahal', 'punya', 'nilai', 'sejarah', 'yang', 'tinggi'];['sayang', 'terawat', 'nilai', 'sejarah'];['sayang', 'awat', 'nilai', 'sejarah']
3182;3208;Museum Keraton;Positif;Bagus sudah ada pemandunya jadi bisa tau sejarahnya tempo dulu;['bagus', 'sudah', 'ada', 'pemandunya', 'jadi', 'bisa', 'tau', 'sejarahnya', 'tempo', 'dulu'];['bagus', 'sudah', 'ada', 'pemandunya', 'jadi', 'bisa', 'tau', 'sejarahnya', 'tempo', 'dulu'];['bagus', 'sudah', 'ada', 'pemandunya', 'jadi', 'bisa', 'tau', 'sejarahnya', 'tempo', 'dulu'];['bagus', 'pemandunya', 'sejarahnya', 'tempo'];['bagus', 'pandu', 'sejarah', 'tempo']
3183;3209;Museum Keraton;Netral;Makam keluarga raja yg masih banyak d kunjung para peziarah dari segalapenjuru &selalu ada si bolang yg selalu muncul yg polos;['makam', 'keluarga', 'raja', 'yg', 'masih', 'banyak', 'd', 'kunjung', 'para', 'peziarah', 'dari', 'segalapenjuru', 'selalu', 'ada', 'si', 'bolang', 'yg', 'selalu', 'muncul', 'yg', 'polos'];['makam', 'keluarga', 'raja', 'yg', 'masih', 'banyak', 'd', 'kunjung', 'para', 'peziarah', 'dari', 'segalapenjuru', 'selalu', 'ada', 'si', 'bolang', 'yg', 'selalu', 'muncul', 'yg', 'polos'];['makam', 'keluarga', 'raja', 'yang', 'masih', 'banyak', 'di', 'kunjung', 'para', 'peziarah', 'dari', 'segalapenjuru', 'selalu', 'ada', 'sih', 'bocah petualang', 'yang', 'selalu', 'muncul', 'yang', 'polos'];['makam', 'keluarga', 'raja', 'kunjung', 'peziarah', 'segalapenjuru', 'bocah petualang', 'muncul', 'polos'];['makam', 'keluarga', 'raja', 'kunjung', 'ziarah', 'segalapenjuru', 'bocah tualang', 'muncul', 'polos']
3184;3210;Museum Keraton;Negatif;Tempat bersejarah, namun kurang terawat, rehabnya tidak bergaya klasik.;['tempat', 'bersejarah', 'namun', 'kurang', 'terawat', 'rehabnya', 'tidak', 'bergaya', 'klasik'];['tempat', 'bersejarah', 'namun', 'kurang', 'terawat', 'rehabnya', 'tidak', 'bergaya', 'klasik'];['tempat', 'bersejarah', 'namun', 'kurang', 'terawat', 'rehabnya', 'tidak', 'bergaya', 'klasik'];['bersejarah', 'terawat', 'rehabnya', 'bergaya', 'klasik'];['sejarah', 'awat', 'rehab', 'gaya', 'klasik']
3185;3211;Museum Keraton;Netral;Museum tempat peninggalan Kerajaan Sumenep di Pulau Madura, biaya masuknya 2.000/orang.;['museum', 'tempat', 'peninggalan', 'kerajaan', 'sumenep', 'di', 'pulau', 'madura', 'biaya', 'masuknya', '2000orang'];['museum', 'tempat', 'peninggalan', 'kerajaan', 'sumenep', 'di', 'pulau', 'madura', 'biaya', 'masuknya', 'orang'];['museum', 'tempat', 'peninggalan', 'kerajaan', 'sumenep', 'di', 'pulau', 'madura', 'biaya', 'masuknya', 'orang'];['museum', 'peninggalan', 'kerajaan', 'sumenep', 'pulau', 'madura', 'biaya', 'masuknya', 'orang'];['museum', 'tinggal', 'raja', 'sumenep', 'pulau', 'madura', 'biaya', 'masuk', 'orang']
3186;3212;Museum Keraton;Netral;Satu-satunya kompleks Museum dan Keraton yang ada di Pulau Madura serta terbuka untuk umum;['satusatunya', 'kompleks', 'museum', 'dan', 'keraton', 'yang', 'ada', 'di', 'pulau', 'madura', 'serta', 'terbuka', 'untuk', 'umum'];['satusatunya', 'kompleks', 'museum', 'dan', 'keraton', 'yang', 'ada', 'di', 'pulau', 'madura', 'serta', 'terbuka', 'untuk', 'umum'];['satusatunya', 'kompleks', 'museum', 'dan', 'keraton', 'yang', 'ada', 'di', 'pulau', 'madura', 'serta', 'terbuka', 'untuk', 'umum'];['satusatunya', 'kompleks', 'museum', 'keraton', 'pulau', 'madura', 'terbuka'];['satusatunya', 'kompleks', 'museum', 'keraton', 'pulau', 'madura', 'buka']
3187;3213;Museum Keraton;Negatif;Sayang kebersihan nya kurang dijaga....;['sayang', 'kebersihan', 'nya', 'kurang', 'dijaga'];['sayang', 'kebersihan', 'nya', 'kurang', 'dijaga'];['sayang', 'kebersihan', 'nya', 'kurang', 'dijaga'];['sayang', 'kebersihan', 'dijaga'];['sayang', 'bersih', 'jaga']
