	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
692	694	Sugiarto Sugiarto	setahun lalu	Positif	pantai sembilan	NORKHOLIFA SAYANG  NARTO  SAYANG  MUHAMMAD  HOLEL	NORKHOLIFA SAYANG NARTO SAYANG MUHAMMAD HOLEL	['norkholifa', 'sayang', 'narto', 'sayang', 'muhammad', 'holel']	['norkholifa', 'sayang', 'narto', 'sayang', 'muhammad', 'holel']	['norkholifa', 'sayang', 'narto', 'sayang', 'muhammad', 'holel']	['norkholifa', 'sayang', 'narto', 'sayang', 'muhammad', 'holel']
693	695	Abie Ole Olang	5 tahun lalu	Positif	pantai sembilan	Tempat Yang asyik bermain air di Pantai	Tempat Yang asyik bermain air di Pantai	['tempat', 'yang', 'asyik', 'bermain', 'air', 'di', 'pantai']	['tempat', 'yang', 'asyik', 'bermain', 'air', 'di', 'pantai']	['asyik', 'bermain', 'air', 'pantai']	['asyik', 'main', 'air', 'pantai']
694	696	Rudy Priyo Wicaksono	4 tahun lalu	Positif	pantai sembilan	Senja di ujung pelabuhan	Senja di ujung pelabuhan	['senja', 'di', 'ujung', 'pelabuhan']	['senja', 'di', 'ujung', 'pelabuhan']	['senja', 'ujung', 'pelabuhan']	['senja', 'ujung', 'labuh']
695	697	gita oktaviani	5 tahun lalu	Positif	pantai sembilan	Pantainya mungil tapi pesonanya luar biasa ..	Pantainya mungil tapi pesonanya luar biasa	['pantainya', 'mungil', 'tapi', 'pesonanya', 'luar', 'biasa']	['pantainya', 'mungil', 'tapi', 'pesonanya', 'luar', 'biasa']	['pantainya', 'mungil', 'pesonanya']	['pantai', 'mungil', 'pesona']
696	698	Deden Yudi	3 tahun lalu	Positif	pantai sembilan	Pantainya indah dan sangat bersih	Pantainya indah dan sangat bersih	['pantainya', 'indah', 'dan', 'sangat', 'bersih']	['pantainya', 'indah', 'dan', 'sangat', 'bersih']	['pantainya', 'indah', 'bersih']	['pantai', 'indah', 'bersih']
697	699	Dewi Verawati	5 tahun lalu	Positif	pantai sembilan	Banyak spot untuk foto, dan pantainya bersih	Banyak spot untuk foto dan pantainya bersih	['banyak', 'spot', 'untuk', 'foto', 'dan', 'pantainya', 'bersih']	['banyak', 'spot', 'untuk', 'foto', 'dan', 'pantainya', 'bersih']	['spot', 'foto', 'pantainya', 'bersih']	['spot', 'foto', 'pantai', 'bersih']
698	700	jazid altintov	5 tahun lalu	Positif	pantai sembilan	Pantai yang lumayan Indah bagus untuk refreshing	Pantai yang lumayan Indah bagus untuk refreshing	['pantai', 'yang', 'lumayan', 'indah', 'bagus', 'untuk', 'refreshing']	['pantai', 'yang', 'lumayan', 'indah', 'bagus', 'untuk', 'refreshing']	['pantai', 'lumayan', 'indah', 'bagus', 'refreshing']	['pantai', 'lumayan', 'indah', 'bagus', 'refreshing']
699	701	Rosy Asliandra	3 tahun lalu	Positif	pantai sembilan	Pasirnya putih, airnya bening... Seger pokoknya	Pasirnya putih airnya bening Seger pokoknya	['pasirnya', 'putih', 'airnya', 'bening', 'seger', 'pokoknya']	['pasirnya', 'putih', 'airnya', 'bening', 'segar', 'pokoknya']	['pasirnya', 'putih', 'airnya', 'bening', 'segar', 'pokoknya']	['pasir', 'putih', 'air', 'bening', 'segar', 'pokok']
700	702	Frank Lampard	4 tahun lalu	Positif	pantai sembilan	Seru tapi panas banget	Seru tapi panas banget	['seru', 'tapi', 'panas', 'banget']	['seru', 'tapi', 'panas', 'banget']	['seru', 'panas', 'banget']	['seru', 'panas', 'banget']
701	703	iskandar zulkarnaen	5 tahun lalu	Positif	pantai sembilan	Menyenangkan... Bawa Keluarga ... bermalam disana..	Menyenangkan Bawa Keluarga bermalam disana	['menyenangkan', 'bawa', 'keluarga', 'bermalam', 'disana']	['menyenangkan', 'bawa', 'keluarga', 'bermalam', 'disana']	['menyenangkan', 'bawa', 'keluarga', 'bermalam', 'disana']	['senang', 'bawa', 'keluarga', 'malam', 'sana']
702	704	Anderi Mazculin	2 tahun lalu	Positif	pantai sembilan	Panorama alam pantai yg sangat indah	Panorama alam pantai yg sangat indah	['panorama', 'alam', 'pantai', 'yg', 'sangat', 'indah']	['panorama', 'alam', 'pantai', 'yang', 'sangat', 'indah']	['panorama', 'alam', 'pantai', 'indah']	['panorama', 'alam', 'pantai', 'indah']
703	705	Imey Nasywa	5 tahun lalu	Positif	pantai sembilan	pantai nya indah n bersih	pantai nya indah n bersih	['pantai', 'nya', 'indah', 'n', 'bersih']	['pantai', 'nya', 'indah', 'n', 'bersih']	['pantai', 'indah', 'bersih']	['pantai', 'indah', 'bersih']
704	706	Riss_ cooking and craft	4 tahun lalu	Positif	pantai sembilan	Senang..tempatnya bersih dan masih alami	Senangtempatnya bersih dan masih alami	['senangtempatnya', 'bersih', 'dan', 'masih', 'alami']	['senangtempatnya', 'bersih', 'dan', 'masih', 'alami']	['senangtempatnya', 'bersih', 'alami']	['senangtempatnya', 'bersih', 'alami']
705	707	hanif zaini	5 tahun lalu	Positif	pantai sembilan	"Ternyata Luas juga Pulaunya... .
Mantap"	Ternyata Luas juga Pulaunya Mantap	['ternyata', 'luas', 'juga', 'pulaunya', 'mantap']	['ternyata', 'luas', 'juga', 'pulaunya', 'mantap']	['luas', 'pulaunya', 'mantap']	['luas', 'pulau', 'mantap']
706	708	PROLFEQ Go	5 tahun lalu	Positif	pantai sembilan	Masih kurang memuaskan wisatanya dan kurang lengkap	Masih kurang memuaskan wisatanya dan kurang lengkap	['masih', 'kurang', 'memuaskan', 'wisatanya', 'dan', 'kurang', 'lengkap']	['masih', 'kurang', 'memuaskan', 'wisatanya', 'dan', 'kurang', 'lengkap']	['memuaskan', 'wisatanya', 'lengkap']	['muas', 'wisata', 'lengkap']
707	709	Cicik Mustofa	4 tahun lalu	Positif	pantai sembilan	Indaaahh baangeettzz.. Air lautnya benniiiinggg	Indaaahh baangeettzz Air lautnya benniiiinggg	['indaaahh', 'baangeettzz', 'air', 'lautnya', 'benniiiinggg']	['indaaahh', 'baangeettzz', 'air', 'lautnya', 'benniiiinggg']	['indaaahh', 'baangeettzz', 'air', 'lautnya', 'benniiiinggg']	['indaaahh', 'baangeettzz', 'air', 'laut', 'benniiiinggg']
708	710	Lathifatul Masturiyah	5 tahun lalu	Positif	pantai sembilan	Pantainya bagus bgt	Pantainya bagus bgt	['pantainya', 'bagus', 'bgt']	['pantainya', 'bagus', 'banget']	['pantainya', 'bagus', 'banget']	['pantai', 'bagus', 'banget']
709	711	ZTO Angler	setahun lalu	Positif	pantai sembilan	Kurang rame selain hari libur	Kurang rame selain hari libur	['kurang', 'rame', 'selain', 'hari', 'libur']	['kurang', 'rame', 'selain', 'hari', 'libur']	['rame', 'libur']	['rame', 'libur']
710	712	Has Ahdie	5 tahun lalu	Positif	pantai sembilan	Gak kapok. Mau diajak ke sini bolak balik. Must be visited! ?????? …	Gak kapok Mau diajak ke sini bolak balik Must be visited	['gak', 'kapok', 'mau', 'diajak', 'ke', 'sini', 'bolak', 'balik', 'must', 'be', 'visited']	['enggak', 'kapok', 'mau', 'diajak', 'ke', 'sini', 'bolak', 'balik', 'must', 'be', 'visited']	['kapok', 'diajak', 'bolak', 'must', 'be', 'visited']	['kapok', 'ajak', 'bolak', 'must', 'be', 'visited']
711	713	ibno hajar	setahun lalu	Positif	pantai sembilan	Menyenangkan dan Memuaskan..... Mantap	Menyenangkan dan Memuaskan Mantap	['menyenangkan', 'dan', 'memuaskan', 'mantap']	['menyenangkan', 'dan', 'memuaskan', 'mantap']	['menyenangkan', 'memuaskan', 'mantap']	['senang', 'muas', 'mantap']
712	714	Febri's Salam	3 tahun lalu	Positif	pantai sembilan	Bawa tenda kalo kesini, sama cewek	Bawa tenda kalo kesini sama cewek	['bawa', 'tenda', 'kalo', 'kesini', 'sama', 'cewek']	['bawa', 'tenda', 'kalo', 'kesini', 'sama', 'cewek']	['bawa', 'tenda', 'kesini', 'cewek']	['bawa', 'tenda', 'kesini', 'cewek']
713	715	rosita kristanti	4 tahun lalu	Positif	pantai sembilan	Yg mau prewed, ini bs jd pilihan	Yg mau prewed ini bs jd pilihan	['yg', 'mau', 'prewed', 'ini', 'bs', 'jd', 'pilihan']	['yang', 'mau', 'prewed', 'ini', 'bisa', 'jadi', 'pilihan']	['prewed', 'pilihan']	['prewed', 'pilih']
714	716	Jeffri Lisdianto	5 tahun lalu	Positif	pantai sembilan	Enak yah di pantai sembilan serasa berada di pantai	Enak yah di pantai sembilan serasa berada di pantai	['enak', 'yah', 'di', 'pantai', 'sembilan', 'serasa', 'berada', 'di', 'pantai']	['enak', 'ya', 'di', 'pantai', 'sembilan', 'serasa', 'berada', 'di', 'pantai']	['enak', 'pantai', 'sembilan', 'serasa', 'pantai']	['enak', 'pantai', 'sembilan', 'serasa', 'pantai']
715	717	Ririen Suryaningrum	5 tahun lalu	Positif	pantai sembilan	Pantai nya bersih, keren bgt	Pantai nya bersih keren bgt	['pantai', 'nya', 'bersih', 'keren', 'bgt']	['pantai', 'nya', 'bersih', 'keren', 'banget']	['pantai', 'bersih', 'keren', 'banget']	['pantai', 'bersih', 'keren', 'banget']
716	718	maulana surya kusumah	5 tahun lalu	Positif	pantai sembilan	Tempat indah layak sbg destinasi wisata	Tempat indah layak sbg destinasi wisata	['tempat', 'indah', 'layak', 'sbg', 'destinasi', 'wisata']	['tempat', 'indah', 'layak', 'sebagai', 'destinasi', 'wisata']	['indah', 'layak', 'destinasi', 'wisata']	['indah', 'layak', 'destinasi', 'wisata']
717	719	Siswanto Wanto	setahun lalu	Positif	pantai sembilan	Pantai indah dan masih alami	Pantai indah dan masih alami	['pantai', 'indah', 'dan', 'masih', 'alami']	['pantai', 'indah', 'dan', 'masih', 'alami']	['pantai', 'indah', 'alami']	['pantai', 'indah', 'alami']
718	720	Abdurrokhman Faqihuddin	5 tahun lalu	Positif	pantai sembilan	Sangat indah dan cocok utk bulan madu	Sangat indah dan cocok utk bulan madu	['sangat', 'indah', 'dan', 'cocok', 'utk', 'bulan', 'madu']	['sangat', 'indah', 'dan', 'cocok', 'untuk', 'bulan', 'madu']	['indah', 'cocok', 'madu']	['indah', 'cocok', 'madu']
719	721	Deni Kurniawan	3 tahun lalu	Positif	pantai sembilan	Pantainya panjang, ada banana boat	Pantainya panjang ada banana boat	['pantainya', 'panjang', 'ada', 'banana', 'boat']	['pantainya', 'panjang', 'ada', 'banana', 'boat']	['pantainya', 'banana', 'boat']	['pantai', 'banana', 'boat']
720	722	Erick Sandy	5 tahun lalu	Positif	pantai sembilan	Sangat bagus	Sangat bagus	['sangat', 'bagus']	['sangat', 'bagus']	['bagus']	['bagus']
721	723	DARKxGREY	4 tahun lalu	Negatif	pantai sembilan	Kurang banyak olahraga air nya	Kurang banyak olahraga air nya	['kurang', 'banyak', 'olahraga', 'air', 'nya']	['kurang', 'banyak', 'olahraga', 'air', 'nya']	['olahraga', 'air']	['olahraga', 'air']
722	724	David Firmansyah	2 tahun lalu	Positif	pantai sembilan	Tempatnya bagus dan masih alami	Tempatnya bagus dan masih alami	['tempatnya', 'bagus', 'dan', 'masih', 'alami']	['tempatnya', 'bagus', 'dan', 'masih', 'alami']	['tempatnya', 'bagus', 'alami']	['tempat', 'bagus', 'alami']
723	725	Seputar Media	3 tahun lalu	Positif	pantai sembilan	Indah dan bersih	Indah dan bersih	['indah', 'dan', 'bersih']	['indah', 'dan', 'bersih']	['indah', 'bersih']	['indah', 'bersih']
724	726	Pradhika Ardani	4 tahun lalu	Positif	pantai sembilan	Bersih banget, sejuk tapi agak serem nyeberangnya	Bersih banget sejuk tapi agak serem nyeberangnya	['bersih', 'banget', 'sejuk', 'tapi', 'agak', 'serem', 'nyeberangnya']	['bersih', 'banget', 'sejuk', 'tapi', 'agak', 'seram', 'nyeberangnya']	['bersih', 'banget', 'sejuk', 'seram', 'nyeberangnya']	['bersih', 'banget', 'sejuk', 'seram', 'nyeberangnya']
725	727	andi teguhyulianto	5 tahun lalu	Positif	pantai sembilan	Pasir putihnya ???????? …	Pasir putihnya	['pasir', 'putihnya']	['pasir', 'putihnya']	['pasir', 'putihnya']	['pasir', 'putih']
726	728	Ida Sukamdi	4 tahun lalu	Positif	pantai sembilan	Sangat menyenangkan untuk liburan keluarga	Sangat menyenangkan untuk liburan keluarga	['sangat', 'menyenangkan', 'untuk', 'liburan', 'keluarga']	['sangat', 'menyenangkan', 'untuk', 'liburan', 'keluarga']	['menyenangkan', 'liburan', 'keluarga']	['senang', 'libur', 'keluarga']
727	729	Arief Santoso	5 tahun lalu	Positif	pantai sembilan	Mantap....cocok utk liburan	Mantapcocok utk liburan	['mantapcocok', 'utk', 'liburan']	['mantapcocok', 'untuk', 'liburan']	['mantapcocok', 'liburan']	['mantapcocok', 'libur']
728	730	UD AKI STORE KEDIRI Official	2 tahun lalu	Positif	pantai sembilan	Mantap	Mantap	['mantap']	['mantap']	['mantap']	['mantap']
729	731	Medi Na Manda	2 tahun lalu	Positif	pantai sembilan	Indah,,tp ngeri kl ombak jlnx?????? …	Indahtp ngeri kl ombak jlnx	['indahtp', 'ngeri', 'kl', 'ombak', 'jlnx']	['indahtp', 'ngeri', 'kalo', 'ombak', 'jlnx']	['indahtp', 'ngeri', 'ombak', 'jlnx']	['indahtp', 'ngeri', 'ombak', 'jlnx']
730	732	dias alfarishi	4 tahun lalu	Positif	pantai sembilan	Bersih harga makanan normal terjangkau	Bersih harga makanan normal terjangkau	['bersih', 'harga', 'makanan', 'normal', 'terjangkau']	['bersih', 'harga', 'makanan', 'normal', 'terjangkau']	['bersih', 'harga', 'makanan', 'normal', 'terjangkau']	['bersih', 'harga', 'makan', 'normal', 'jangkau']
731	733	Amsa Dwi	5 tahun lalu	Positif	pantai sembilan	Spesifik, menyenangkan, dan bersahaja	Spesifik menyenangkan dan bersahaja	['spesifik', 'menyenangkan', 'dan', 'bersahaja']	['spesifik', 'menyenangkan', 'dan', 'bersahaja']	['spesifik', 'menyenangkan', 'bersahaja']	['spesifik', 'senang', 'sahaja']
732	734	Fariz Jenggot	5 tahun lalu	Positif	pantai sembilan	Bersih dan seru	Bersih dan seru	['bersih', 'dan', 'seru']	['bersih', 'dan', 'seru']	['bersih', 'seru']	['bersih', 'seru']
733	735	rosoel.cavallera ins	4 tahun lalu	Positif	pantai sembilan	bersih enjoy	bersih enjoy	['bersih', 'enjoy']	['bersih', 'enjoy']	['bersih', 'enjoy']	['bersih', 'enjoy']
734	736	nurul dhilahfadhilah	3 tahun lalu	Positif	pantai sembilan	Liburan anti mainstream	Liburan anti mainstream	['liburan', 'anti', 'mainstream']	['liburan', 'anti', 'mainstream']	['liburan', 'anti', 'mainstream']	['libur', 'anti', 'mainstream']
735	737	Mohammad Yasa	4 tahun lalu	Positif	pantai sembilan	Pantai yg bersih & tenang..	Pantai yg bersih tenang	['pantai', 'yg', 'bersih', 'tenang']	['pantai', 'yang', 'bersih', 'tenang']	['pantai', 'bersih', 'tenang']	['pantai', 'bersih', 'tenang']
736	738	AKBAR HARI RAMADHAN	4 tahun lalu	Positif	pantai sembilan	Bagus dan bersih....	Bagus dan bersih	['bagus', 'dan', 'bersih']	['bagus', 'dan', 'bersih']	['bagus', 'bersih']	['bagus', 'bersih']
737	739	Hendra Nabil	3 tahun lalu	Positif	pantai sembilan	Pantai yg wajib dikunjungi....	Pantai yg wajib dikunjungi	['pantai', 'yg', 'wajib', 'dikunjungi']	['pantai', 'yang', 'wajib', 'dikunjungi']	['pantai', 'wajib', 'dikunjungi']	['pantai', 'wajib', 'kunjung']
738	740	andika crou	5 tahun lalu	Positif	pantai sembilan	Sangat bagus	Sangat bagus	['sangat', 'bagus']	['sangat', 'bagus']	['bagus']	['bagus']
739	741	Abd 595	5 tahun lalu	Positif	pantai sembilan	Pantai nya bersih dan indah..	Pantai nya bersih dan indah	['pantai', 'nya', 'bersih', 'dan', 'indah']	['pantai', 'nya', 'bersih', 'dan', 'indah']	['pantai', 'bersih', 'indah']	['pantai', 'bersih', 'indah']
740	743	Erwin Rato	5 tahun lalu	Positif	pantai sembilan	Pantainya indah dan bersih poolll	Pantainya indah dan bersih poolll	['pantainya', 'indah', 'dan', 'bersih', 'poolll']	['pantainya', 'indah', 'dan', 'bersih', 'poolll']	['pantainya', 'indah', 'bersih', 'poolll']	['pantai', 'indah', 'bersih', 'poolll']
741	744	Ahmad rizal Hamza	5 tahun lalu	Positif	pantai sembilan	Asik sekali mantap buat liburan	Asik sekali mantap buat liburan	['asik', 'sekali', 'mantap', 'buat', 'liburan']	['asik', 'sekali', 'mantap', 'buat', 'liburan']	['asik', 'mantap', 'liburan']	['asik', 'mantap', 'libur']
742	745	FIENDO HARTAWAND	4 tahun lalu	Positif	pantai sembilan	Tambahkan dalam bidang edukasi dan konservasi.	Tambahkan dalam bidang edukasi dan konservasi	['tambahkan', 'dalam', 'bidang', 'edukasi', 'dan', 'konservasi']	['tambahkan', 'dalam', 'bidang', 'edukasi', 'dan', 'konservasi']	['tambahkan', 'bidang', 'edukasi', 'konservasi']	['tambah', 'bidang', 'edukasi', 'konservasi']
743	746	Hamdhan Dhans	10 bulan lalu	Positif	pantai sembilan	Masih terjaga kebersihannya	Masih terjaga kebersihannya	['masih', 'terjaga', 'kebersihannya']	['masih', 'terjaga', 'kebersihannya']	['terjaga', 'kebersihannya']	['jaga', 'bersih']
744	747	Tamim ian	4 tahun lalu	Positif	pantai sembilan	Wisata gili genting	Wisata gili genting	['wisata', 'gili', 'genting']	['wisata', 'gili', 'genting']	['wisata', 'gili', 'genting']	['wisata', 'gili', 'genting']
745	748	Sarung Bugis	2 tahun lalu	Positif	pantai sembilan	Sepi klo bukan hari libur	Sepi klo bukan hari libur	['sepi', 'klo', 'bukan', 'hari', 'libur']	['sepi', 'kalo', 'bukan', 'hari', 'libur']	['sepi', 'libur']	['sepi', 'libur']
746	749	Ningshie Vickha	4 tahun lalu	Positif	pantai sembilan	Keren bngt t4 wisata in	Keren bngt t wisata in	['keren', 'bngt', 't', 'wisata', 'in']	['keren', 'banget', 't', 'wisata', 'ini']	['keren', 'banget', 'wisata']	['keren', 'banget', 'wisata']
747	751	hanis ismawati	4 tahun lalu	Positif	pantai sembilan	Bagus,, tp sayang.. Mabuk laut ?? …	Bagus tp sayang Mabuk laut	['bagus', 'tp', 'sayang', 'mabuk', 'laut']	['bagus', 'tapi', 'sayang', 'mabuk', 'laut']	['bagus', 'sayang', 'mabuk', 'laut']	['bagus', 'sayang', 'mabuk', 'laut']
748	752	Soniya_ Foni	3 tahun lalu	Positif	pantai sembilan	Karena tempatnya nyaman dan menenangkan	Karena tempatnya nyaman dan menenangkan	['karena', 'tempatnya', 'nyaman', 'dan', 'menenangkan']	['karena', 'tempatnya', 'nyaman', 'dan', 'menenangkan']	['tempatnya', 'nyaman', 'menenangkan']	['tempat', 'nyaman', 'tenang']
749	753	??????? ????????	4 tahun lalu	Positif	pantai sembilan	Fasilitas Memadai,, Tertata Rapi Dan Indah..	Fasilitas Memadai Tertata Rapi Dan Indah	['fasilitas', 'memadai', 'tertata', 'rapi', 'dan', 'indah']	['fasilitas', 'memadai', 'tertata', 'rapi', 'dan', 'indah']	['fasilitas', 'memadai', 'tertata', 'rapi', 'indah']	['fasilitas', 'pada', 'tata', 'rapi', 'indah']
750	754	Komu nitas	5 tahun lalu	Positif	pantai sembilan	Sangat cocok untuk melihat sunset	Sangat cocok untuk melihat sunset	['sangat', 'cocok', 'untuk', 'melihat', 'sunset']	['sangat', 'cocok', 'untuk', 'melihat', 'sunset']	['cocok', 'sunset']	['cocok', 'sunset']
751	755	Didit prasetyo	3 tahun lalu	Positif	pantai sembilan	Pasir pantainya sangat bagus	Pasir pantainya sangat bagus	['pasir', 'pantainya', 'sangat', 'bagus']	['pasir', 'pantainya', 'sangat', 'bagus']	['pasir', 'pantainya', 'bagus']	['pasir', 'pantai', 'bagus']
752	756	Ahmad Hari Awaludin	5 tahun lalu	Positif	pantai sembilan	Susah air tawar buat mandi wudhu	Susah air tawar buat mandi wudhu	['susah', 'air', 'tawar', 'buat', 'mandi', 'wudhu']	['susah', 'air', 'tawar', 'buat', 'mandi', 'wudhu']	['susah', 'air', 'tawar', 'mandi', 'wudhu']	['susah', 'air', 'tawar', 'mandi', 'wudhu']
753	758	thaufiq ahmat	2 tahun lalu	Positif	pantai sembilan	Cantikk	Cantikk	['cantikk']	['cantik']	['cantik']	['cantik']
754	759	sindi aulia pesek	4 tahun lalu	Positif	pantai sembilan	bagus?????? …	bagus	['bagus']	['bagus']	['bagus']	['bagus']
755	760	Bambang Basuki	4 tahun lalu	Positif	pantai sembilan	Mntap	Mntap	['mntap']	['mntap']	['mntap']	['mntap']
756	761	M Nur Fuad	2 tahun lalu	Positif	pantai sembilan	Pantainya so beautiful	Pantainya so beautiful	['pantainya', 'so', 'beautiful']	['pantainya', 'sok', 'beautiful']	['pantainya', 'sok', 'beautiful']	['pantai', 'sok', 'beautiful']
757	762	Amriemriel	5 tahun lalu	Positif	pantai sembilan	The best untuk pantai sembilan, keren.	The best untuk pantai sembilan keren	['the', 'best', 'untuk', 'pantai', 'sembilan', 'keren']	['the', 'best', 'untuk', 'pantai', 'sembilan', 'keren']	['the', 'best', 'pantai', 'sembilan', 'keren']	['the', 'best', 'pantai', 'sembilan', 'keren']
758	763	Fujimaro hamamoto	2 tahun lalu	Positif	pantai sembilan	Suasana nyaman	Suasana nyaman	['suasana', 'nyaman']	['suasana', 'nyaman']	['suasana', 'nyaman']	['suasana', 'nyaman']
759	764	Dieaz Zahier	5 tahun lalu	Positif	pantai sembilan	Pantainya bagus dan bersih	Pantainya bagus dan bersih	['pantainya', 'bagus', 'dan', 'bersih']	['pantainya', 'bagus', 'dan', 'bersih']	['pantainya', 'bagus', 'bersih']	['pantai', 'bagus', 'bersih']
760	765	Agos Supriono	4 tahun lalu	Positif	pantai sembilan	Naik prahunya dimana ke pantai sembilan	Naik prahunya dimana ke pantai sembilan	['naik', 'prahunya', 'dimana', 'ke', 'pantai', 'sembilan']	['naik', 'prahunya', 'dimana', 'ke', 'pantai', 'sembilan']	['prahunya', 'dimana', 'pantai', 'sembilan']	['prahunya', 'mana', 'pantai', 'sembilan']
761	766	Fiky Adefa	5 tahun lalu	Positif	pantai sembilan	Pokoknya pantai sembilan muuuuaaaantap	Pokoknya pantai sembilan muuuuaaaantap	['pokoknya', 'pantai', 'sembilan', 'muuuuaaaantap']	['pokoknya', 'pantai', 'sembilan', 'muuuuaaaantap']	['pokoknya', 'pantai', 'sembilan', 'muuuuaaaantap']	['pokok', 'pantai', 'sembilan', 'muuuuaaaantap']
762	767	ghamal hamzah	5 tahun lalu	Positif	pantai sembilan	Pantai yang nyaman buat bersantai	Pantai yang nyaman buat bersantai	['pantai', 'yang', 'nyaman', 'buat', 'bersantai']	['pantai', 'yang', 'nyaman', 'buat', 'bersantai']	['pantai', 'nyaman', 'bersantai']	['pantai', 'nyaman', 'santa']
763	768	Babeh Komar	4 tahun lalu	Positif	pantai sembilan	Pantai pasir putih yg indah..	Pantai pasir putih yg indah	['pantai', 'pasir', 'putih', 'yg', 'indah']	['pantai', 'pasir', 'putih', 'yang', 'indah']	['pantai', 'pasir', 'putih', 'indah']	['pantai', 'pasir', 'putih', 'indah']
764	769	iwan widiatmoko	4 tahun lalu	Positif	pantai sembilan	Destinasi yg bagus...cocok untuk honimun	Destinasi yg baguscocok untuk honimun	['destinasi', 'yg', 'baguscocok', 'untuk', 'honimun']	['destinasi', 'yang', 'baguscocok', 'untuk', 'honimun']	['destinasi', 'baguscocok', 'honimun']	['destinasi', 'baguscocok', 'honimun']
765	770	Ahmad Sulhan	5 tahun lalu	Positif	pantai sembilan	Lumayan lah buat jalan jalan sore	Lumayan lah buat jalan jalan sore	['lumayan', 'lah', 'buat', 'jalan', 'jalan', 'sore']	['lumayan', 'lah', 'buat', 'jalan', 'jalan', 'sore']	['lumayan', 'jalan', 'jalan', 'sore']	['lumayan', 'jalan', 'jalan', 'sore']
766	771	Imamatul Fariha	4 tahun lalu	Positif	pantai sembilan	Bagus bngt..	Bagus bngt	['bagus', 'bngt']	['bagus', 'banget']	['bagus', 'banget']	['bagus', 'banget']
767	772	Alexander max	4 tahun lalu	Positif	pantai sembilan	Numpang lewat doang gw..jadi 2 bintang	Numpang lewat doang gwjadi  bintang	['numpang', 'lewat', 'doang', 'gwjadi', 'bintang']	['numpang', 'lewat', 'doang', 'gwjadi', 'bintang']	['numpang', 'doang', 'gwjadi', 'bintang']	['numpang', 'doang', 'gwjadi', 'bintang']
768	773	Uddin Heriyanto	5 tahun lalu	Positif	pantai sembilan	Fasilitas memadai ada penginapan juga,	Fasilitas memadai ada penginapan juga	['fasilitas', 'memadai', 'ada', 'penginapan', 'juga']	['fasilitas', 'memadai', 'ada', 'penginapan', 'juga']	['fasilitas', 'memadai', 'penginapan']	['fasilitas', 'pada', 'inap']
769	774	Elly Danadipa	3 tahun lalu	Negatif	pantai sembilan	Bagus. Sayang kurang banyak pepohonan.	Bagus Sayang kurang banyak pepohonan	['bagus', 'sayang', 'kurang', 'banyak', 'pepohonan']	['bagus', 'sayang', 'kurang', 'banyak', 'pepohonan']	['bagus', 'sayang', 'pepohonan']	['bagus', 'sayang', 'pohon']
770	775	M Ismail Dasuki	setahun lalu	Positif	pantai sembilan	Salah satu tempat favorit ???? …	Salah satu tempat favorit	['salah', 'satu', 'tempat', 'favorit']	['salah', 'satu', 'tempat', 'favorit']	['salah', 'favorit']	['salah', 'favorit']
771	776	adam rezky	5 tahun lalu	Positif	pantai sembilan	Pantai unik yang ada di sumenep cocokbuat tamasya	Pantai unik yang ada di sumenep cocokbuat tamasya	['pantai', 'unik', 'yang', 'ada', 'di', 'sumenep', 'cocokbuat', 'tamasya']	['pantai', 'unik', 'yang', 'ada', 'di', 'sumenep', 'cocokbuat', 'tamasya']	['pantai', 'unik', 'sumenep', 'cocokbuat', 'tamasya']	['pantai', 'unik', 'sumenep', 'cocokbuat', 'tamasya']
772	777	RADENS	3 tahun lalu	Positif	pantai sembilan	Mantaaappp banyak spot fotonyaaa	Mantaaappp banyak spot fotonyaaa	['mantaaappp', 'banyak', 'spot', 'fotonyaaa']	['mantaaappp', 'banyak', 'spot', 'fotonyaaa']	['mantaaappp', 'spot', 'fotonyaaa']	['mantaaappp', 'spot', 'fotonyaaa']
773	778	Hamba Illahi	5 tahun lalu	Positif	pantai sembilan	Mantappp	Mantappp	['mantappp']	['mantap']	['mantap']	['mantap']
774	779	Gamal 212 Uya	4 tahun lalu	Positif	pantai sembilan	pemandangan view yang sangat indah	pemandangan view yang sangat indah	['pemandangan', 'view', 'yang', 'sangat', 'indah']	['pemandangan', 'view', 'yang', 'sangat', 'indah']	['pemandangan', 'view', 'indah']	['pandang', 'view', 'indah']
775	780	Iva kaya	4 tahun lalu	Positif	pantai sembilan	Pantai yang sangat indah di ujung sumenep...	Pantai yang sangat indah di ujung sumenep	['pantai', 'yang', 'sangat', 'indah', 'di', 'ujung', 'sumenep']	['pantai', 'yang', 'sangat', 'indah', 'di', 'ujung', 'sumenep']	['pantai', 'indah', 'ujung', 'sumenep']	['pantai', 'indah', 'ujung', 'sumenep']
776	781	Harmaji Ajie	3 tahun lalu	Positif	pantai sembilan	Bersih & indah pantainya..	Bersih indah pantainya	['bersih', 'indah', 'pantainya']	['bersih', 'indah', 'pantainya']	['bersih', 'indah', 'pantainya']	['bersih', 'indah', 'pantai']
777	782	Emi Supriyanti	5 tahun lalu	Positif	pantai sembilan	Pantai yg indah n jernih	Pantai yg indah n jernih	['pantai', 'yg', 'indah', 'n', 'jernih']	['pantai', 'yang', 'indah', 'n', 'jernih']	['pantai', 'indah', 'jernih']	['pantai', 'indah', 'jernih']
