	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
881	yunaansori	3 tahun lalu	Positif	Bukit Jaddhih	Tempatnya bagus, cocok buat liburan keluarga. Hanya saja disarankan memakai pakaian yang tidak terlalu tebal karena cuaca disana sangat panas. Harga tiket masuk terjangkau dan dikenakan perkepala.	Tempatnya bagus cocok buat liburan keluarga Hanya saja disarankan memakai pakaian yang tidak terlalu tebal karena cuaca disana sangat panas Harga tiket masuk terjangkau dan dikenakan perkepala	['tempatnya', 'bagus', 'cocok', 'buat', 'liburan', 'keluarga', 'hanya', 'saja', 'disarankan', 'memakai', 'pakaian', 'yang', 'tidak', 'terlalu', 'tebal', 'karena', 'cuaca', 'disana', 'sangat', 'panas', 'harga', 'tiket', 'masuk', 'terjangkau', 'dan', 'dikenakan', 'perkepala']	['tempatnya', 'bagus', 'cocok', 'buat', 'liburan', 'keluarga', 'hanya', 'saja', 'disarankan', 'memakai', 'pakaian', 'yang', 'tidak', 'terlalu', 'tebal', 'karena', 'cuaca', 'disana', 'sangat', 'panas', 'harga', 'tiket', 'masuk', 'terjangkau', 'dan', 'dikenakan', 'perkepala']	['tempatnya', 'bagus', 'cocok', 'liburan', 'keluarga', 'disarankan', 'memakai', 'pakaian', 'tebal', 'cuaca', 'disana', 'panas', 'harga', 'tiket', 'masuk', 'terjangkau', 'dikenakan', 'perkepala']	['tempat', 'bagus', 'cocok', 'libur', 'keluarga', 'saran', 'pakai', 'pakai', 'tebal', 'cuaca', 'sana', 'panas', 'harga', 'tiket', 'masuk', 'jangkau', 'kena', 'kepala']
882	Muhammad Dhika	4 tahun lalu	Negatif	Bukit Jaddhih	"Tempat yang cukup panas kalau berkunjung di siang hari, tetapi banyak juga tersedia kedai jajanan dan minuman. Banyak spot foto yang anti mainstream dan pemandangan yang sangat menarik apabila di sore hari
Sangat menarik bagi orang yang suka foto landscape"	Tempat yang cukup panas kalau berkunjung di siang hari tetapi banyak juga tersedia kedai jajanan dan minuman Banyak spot foto yang anti mainstream dan pemandangan yang sangat menarik apabila di sore hariSangat menarik bagi orang yang suka foto landscape	['tempat', 'yang', 'cukup', 'panas', 'kalau', 'berkunjung', 'di', 'siang', 'hari', 'tetapi', 'banyak', 'juga', 'tersedia', 'kedai', 'jajanan', 'dan', 'minuman', 'banyak', 'spot', 'foto', 'yang', 'anti', 'mainstream', 'dan', 'pemandangan', 'yang', 'sangat', 'menarik', 'apabila', 'di', 'sore', 'harisangat', 'menarik', 'bagi', 'orang', 'yang', 'suka', 'foto', 'landscape']	['tempat', 'yang', 'cukup', 'panas', 'kalau', 'berkunjung', 'di', 'siang', 'hari', 'tetapi', 'banyak', 'juga', 'tersedia', 'kedai', 'jajanan', 'dan', 'minuman', 'banyak', 'spot', 'foto', 'yang', 'anti', 'mainstream', 'dan', 'pemandangan', 'yang', 'sangat', 'menarik', 'apabila', 'di', 'sore', 'harisangat', 'menarik', 'bagi', 'orang', 'yang', 'suka', 'foto', 'landscape']	['panas', 'berkunjung', 'siang', 'tersedia', 'kedai', 'jajanan', 'minuman', 'spot', 'foto', 'anti', 'mainstream', 'pemandangan', 'menarik', 'sore', 'harisangat', 'menarik', 'orang', 'suka', 'foto', 'landscape']	['panas', 'kunjung', 'siang', 'sedia', 'kedai', 'jajan', 'minum', 'spot', 'foto', 'anti', 'mainstream', 'pandang', 'tarik', 'sore', 'harisangat', 'tarik', 'orang', 'suka', 'foto', 'landscape']
883	Endroharto yoedono	3 tahun lalu	Positif	Bukit Jaddhih	Saya beri bintang 2 karena sepertinya tempat wisata pemandangan alam gunung Kapur ini tidak lagi ada pengelolaan dari pemerintah daerah setempat, berkesan tak terjaga, terawat dan liar,serta danau yg dl indah utk wisata air, sekarang kering …	Saya beri bintang  karena sepertinya tempat wisata pemandangan alam gunung Kapur ini tidak lagi ada pengelolaan dari pemerintah daerah setempat berkesan tak terjaga terawat dan liarserta danau yg dl indah utk wisata air sekarang kering	['saya', 'beri', 'bintang', 'karena', 'sepertinya', 'tempat', 'wisata', 'pemandangan', 'alam', 'gunung', 'kapur', 'ini', 'tidak', 'lagi', 'ada', 'pengelolaan', 'dari', 'pemerintah', 'daerah', 'setempat', 'berkesan', 'tak', 'terjaga', 'terawat', 'dan', 'liarserta', 'danau', 'yg', 'dl', 'indah', 'utk', 'wisata', 'air', 'sekarang', 'kering']	['saya', 'beri', 'bintang', 'karena', 'sepertinya', 'tempat', 'wisata', 'pemandangan', 'alam', 'gunung', 'kapur', 'ini', 'tidak', 'lagi', 'ada', 'pengelolaan', 'dari', 'pemerintah', 'daerah', 'setempat', 'berkesan', 'tak', 'terjaga', 'terawat', 'dan', 'liarserta', 'danau', 'yang', 'dulu', 'indah', 'untuk', 'wisata', 'air', 'sekarang', 'kering']	['bintang', 'wisata', 'pemandangan', 'alam', 'gunung', 'kapur', 'pengelolaan', 'pemerintah', 'daerah', 'berkesan', 'terjaga', 'terawat', 'liarserta', 'danau', 'indah', 'wisata', 'air', 'kering']	['bintang', 'wisata', 'pandang', 'alam', 'gunung', 'kapur', 'kelola', 'perintah', 'daerah', 'kesan', 'jaga', 'awat', 'liarserta', 'danau', 'indah', 'wisata', 'air', 'kering']
884	Yuvico Setiawan	5 tahun lalu	Positif	Bukit Jaddhih	Bagus banget kalo dibuat prewed nih ?? …	Bagus banget kalo dibuat prewed nih	['bagus', 'banget', 'kalo', 'dibuat', 'prewed', 'nih']	['bagus', 'banget', 'kalo', 'dibuat', 'prewed', 'nih']	['bagus', 'banget', 'prewed']	['bagus', 'banget', 'prewed']
885	Rendra Stanfordi	2 tahun lalu	Positif	Bukit Jaddhih	view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari, juga perlu dibangun pagar2 dan tangga demi keselamatan bersama	view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari juga perlu dibangun pagar dan tangga demi keselamatan bersama	['view', 'cukup', 'bagus', 'namun', 'perlu', 'ditambahkan', 'atap', 'peneduh', 'agar', 'pengunjung', 'tidak', 'kepanasan', 'di', 'siang', 'hari', 'juga', 'perlu', 'dibangun', 'pagar', 'dan', 'tangga', 'demi', 'keselamatan', 'bersama']	['view', 'cukup', 'bagus', 'namun', 'perlu', 'ditambahkan', 'atap', 'peneduh', 'agar', 'pengunjung', 'tidak', 'kepanasan', 'di', 'siang', 'hari', 'juga', 'perlu', 'dibangun', 'pagar', 'dan', 'tangga', 'demi', 'keselamatan', 'bersama']	['view', 'bagus', 'atap', 'peneduh', 'pengunjung', 'kepanasan', 'siang', 'dibangun', 'pagar', 'tangga', 'keselamatan']	['view', 'bagus', 'atap', 'teduh', 'unjung', 'panas', 'siang', 'bangun', 'pagar', 'tangga', 'selamat']
886	sophie aunul	4 tahun lalu	Positif	Bukit Jaddhih	Buat kamu yang suka eksis di medsos tempat ini bisa dijadikan background foto yang keren. Karena ini bukit kapur, sebaiknya kamu pakai sunblock spf tinggi, pakai masker, bawa payung at least pakai topi. anyway.. siap-siap receh karena ada beberapa titik dimana kamu harus bayar 'retribusi' lokal.	Buat kamu yang suka eksis di medsos tempat ini bisa dijadikan background foto yang keren Karena ini bukit kapur sebaiknya kamu pakai sunblock spf tinggi pakai masker bawa payung at least pakai topi anyway siapsiap receh karena ada beberapa titik dimana kamu harus bayar retribusi lokal	['buat', 'kamu', 'yang', 'suka', 'eksis', 'di', 'medsos', 'tempat', 'ini', 'bisa', 'dijadikan', 'background', 'foto', 'yang', 'keren', 'karena', 'ini', 'bukit', 'kapur', 'sebaiknya', 'kamu', 'pakai', 'sunblock', 'spf', 'tinggi', 'pakai', 'masker', 'bawa', 'payung', 'at', 'least', 'pakai', 'topi', 'anyway', 'siapsiap', 'receh', 'karena', 'ada', 'beberapa', 'titik', 'dimana', 'kamu', 'harus', 'bayar', 'retribusi', 'lokal']	['buat', 'kamu', 'yang', 'suka', 'eksis', 'di', 'medsos', 'tempat', 'ini', 'bisa', 'dijadikan', 'background', 'foto', 'yang', 'keren', 'karena', 'ini', 'bukit', 'kapur', 'sebaiknya', 'kamu', 'pakai', 'sunblock', 'spf', 'tinggi', 'pakai', 'masker', 'bawa', 'payung', 'at', 'least', 'pakai', 'topi', 'anyway', 'siapsiap', 'receh', 'karena', 'ada', 'beberapa', 'titik', 'dimana', 'kamu', 'harus', 'bayar', 'retribusi', 'lokal']	['suka', 'eksis', 'medsos', 'dijadikan', 'background', 'foto', 'keren', 'bukit', 'kapur', 'pakai', 'sunblock', 'spf', 'pakai', 'masker', 'bawa', 'payung', 'at', 'least', 'pakai', 'topi', 'anyway', 'siapsiap', 'receh', 'titik', 'dimana', 'bayar', 'retribusi', 'lokal']	['suka', 'eks', 'medsos', 'jadi', 'background', 'foto', 'keren', 'bukit', 'kapur', 'pakai', 'sunblock', 'spf', 'pakai', 'masker', 'bawa', 'payung', 'at', 'least', 'pakai', 'topi', 'anyway', 'siapsiap', 'receh', 'titik', 'mana', 'bayar', 'retribusi', 'lokal']
887	Ken	5 tahun lalu	Negatif	Bukit Jaddhih	Hati - hati kalo kesana, banyak begal nya. Kalo bisa kesana rame - rame dan banyak cowoknya. …	Hati hati kalo kesana banyak begal nya Kalo bisa kesana rame rame dan banyak cowoknya	['hati', 'hati', 'kalo', 'kesana', 'banyak', 'begal', 'nya', 'kalo', 'bisa', 'kesana', 'rame', 'rame', 'dan', 'banyak', 'cowoknya']	['hati', 'hati', 'kalo', 'kesana', 'banyak', 'begal', 'nya', 'kalo', 'bisa', 'kesana', 'rame', 'rame', 'dan', 'banyak', 'cowoknya']	['hati', 'hati', 'kesana', 'begal', 'kesana', 'rame', 'rame', 'cowoknya']	['hati', 'hati', 'kesana', 'begal', 'kesana', 'rame', 'rame', 'cowok']
888	RACHMAD AGUNG PRASTYAWAN	3 tahun lalu	Negatif	Bukit Jaddhih	Bukit jaddih ini tidak layak menjadi destinasi wisata jika aksi pungli dari premanisme disekitar masih merajalela dan SANGAT PARAH. bagi yg mau ke wisata jaddih ini mending pikir ulang kalo mau kesana daripada setor uang yg gak ada gunanya.	Bukit jaddih ini tidak layak menjadi destinasi wisata jika aksi pungli dari premanisme disekitar masih merajalela dan SANGAT PARAH bagi yg mau ke wisata jaddih ini mending pikir ulang kalo mau kesana daripada setor uang yg gak ada gunanya	['bukit', 'jaddih', 'ini', 'tidak', 'layak', 'menjadi', 'destinasi', 'wisata', 'jika', 'aksi', 'pungli', 'dari', 'premanisme', 'disekitar', 'masih', 'merajalela', 'dan', 'sangat', 'parah', 'bagi', 'yg', 'mau', 'ke', 'wisata', 'jaddih', 'ini', 'mending', 'pikir', 'ulang', 'kalo', 'mau', 'kesana', 'daripada', 'setor', 'uang', 'yg', 'gak', 'ada', 'gunanya']	['bukit', 'jaddih', 'ini', 'tidak', 'layak', 'menjadi', 'destinasi', 'wisata', 'jika', 'aksi', 'pungli', 'dari', 'premanisme', 'disekitar', 'masih', 'merajalela', 'dan', 'sangat', 'parah', 'bagi', 'yang', 'mau', 'ke', 'wisata', 'jaddih', 'ini', 'mending', 'pikir', 'ulang', 'kalo', 'mau', 'kesana', 'daripada', 'setor', 'uang', 'yang', 'enggak', 'ada', 'gunanya']	['bukit', 'jaddih', 'layak', 'destinasi', 'wisata', 'aksi', 'pungli', 'premanisme', 'disekitar', 'merajalela', 'parah', 'wisata', 'jaddih', 'mending', 'pikir', 'ulang', 'kesana', 'setor', 'uang', 'gunanya']	['bukit', 'jaddih', 'layak', 'destinasi', 'wisata', 'aksi', 'pungli', 'preman', 'sekitar', 'rajalela', 'parah', 'wisata', 'jaddih', 'mending', 'pikir', 'ulang', 'kesana', 'setor', 'uang', 'guna']
889	Sendy Setiawan	5 tahun lalu	Negatif	Bukit Jaddhih	Biasa aja sih.. panas banget. Gk ada apa2 nya	Biasa aja sih panas banget Gk ada apa nya	['biasa', 'aja', 'sih', 'panas', 'banget', 'gk', 'ada', 'apa', 'nya']	['biasa', 'saja', 'sih', 'panas', 'banget', 'enggak', 'ada', 'apa', 'nya']	['panas', 'banget']	['panas', 'banget']
890	Bayu Fomandika	setahun lalu	Positif	Bukit Jaddhih	Sementara masih belum terdapat fasilitas untuk obyek wisata seperti toilet.. Tapi buktinya bagus dan keren	Sementara masih belum terdapat fasilitas untuk obyek wisata seperti toilet Tapi buktinya bagus dan keren	['sementara', 'masih', 'belum', 'terdapat', 'fasilitas', 'untuk', 'obyek', 'wisata', 'seperti', 'toilet', 'tapi', 'buktinya', 'bagus', 'dan', 'keren']	['sementara', 'masih', 'belum', 'terdapat', 'fasilitas', 'untuk', 'obyek', 'wisata', 'seperti', 'toilet', 'tapi', 'buktinya', 'bagus', 'dan', 'keren']	['fasilitas', 'obyek', 'wisata', 'toilet', 'buktinya', 'bagus', 'keren']	['fasilitas', 'obyek', 'wisata', 'toilet', 'bukti', 'bagus', 'keren']
891	Dsamuel	3 tahun lalu	Positif	Bukit Jaddhih	"Bagus tempatnya tp terlalu banyak ditagih tiket masuk, meski cm 1 org 5rb tp kl tiap kali diminta sama aja
Dan wahana nya cm bisa yg goa pote dan skrng airnya kering ga kyk dlu warna biru …"	Bagus tempatnya tp terlalu banyak ditagih tiket masuk meski cm  org rb tp kl tiap kali diminta sama ajaDan wahana nya cm bisa yg goa pote dan skrng airnya kering ga kyk dlu warna biru	['bagus', 'tempatnya', 'tp', 'terlalu', 'banyak', 'ditagih', 'tiket', 'masuk', 'meski', 'cm', 'org', 'rb', 'tp', 'kl', 'tiap', 'kali', 'diminta', 'sama', 'ajadan', 'wahana', 'nya', 'cm', 'bisa', 'yg', 'goa', 'pote', 'dan', 'skrng', 'airnya', 'kering', 'ga', 'kyk', 'dlu', 'warna', 'biru']	['bagus', 'tempatnya', 'tapi', 'terlalu', 'banyak', 'ditagih', 'tiket', 'masuk', 'meski', 'cuma', 'orang', 'ribu', 'tapi', 'kalo', 'tiap', 'kali', 'diminta', 'sama', 'ajadan', 'wahana', 'nya', 'cuma', 'bisa', 'yang', 'goa', 'pote', 'dan', 'sekarang', 'airnya', 'kering', 'enggak', 'kayak', 'dulu', 'warna', 'biru']	['bagus', 'tempatnya', 'ditagih', 'tiket', 'masuk', 'orang', 'ribu', 'kali', 'ajadan', 'wahana', 'goa', 'pote', 'airnya', 'kering', 'kayak', 'warna', 'biru']	['bagus', 'tempat', 'tagih', 'tiket', 'masuk', 'orang', 'ribu', 'kali', 'ajadan', 'wahana', 'goa', 'pote', 'air', 'kering', 'kayak', 'warna', 'biru']
892	Noufal Gaming16	5 tahun lalu	Negatif	Bukit Jaddhih	Baru masuk udah ditarik parkir 20 ribu, tp gk parkir kami berempat terus saja naik, sampai diatas ditarik lagi 20 ribu katanya buat parkir, tp temen saya sudah mberitau kalau udah bayar dan menyodorkan tiketnya yg sudah dibayar waktu masuk, tp orang tersebut tetep minta dibayar. Masak setiap berhenti disuruh bayar ???????? …	Baru masuk udah ditarik parkir  ribu tp gk parkir kami berempat terus saja naik sampai diatas ditarik lagi  ribu katanya buat parkir tp temen saya sudah mberitau kalau udah bayar dan menyodorkan tiketnya yg sudah dibayar waktu masuk tp orang tersebut tetep minta dibayar Masak setiap berhenti disuruh bayar	['baru', 'masuk', 'udah', 'ditarik', 'parkir', 'ribu', 'tp', 'gk', 'parkir', 'kami', 'berempat', 'terus', 'saja', 'naik', 'sampai', 'diatas', 'ditarik', 'lagi', 'ribu', 'katanya', 'buat', 'parkir', 'tp', 'temen', 'saya', 'sudah', 'mberitau', 'kalau', 'udah', 'bayar', 'dan', 'menyodorkan', 'tiketnya', 'yg', 'sudah', 'dibayar', 'waktu', 'masuk', 'tp', 'orang', 'tersebut', 'tetep', 'minta', 'dibayar', 'masak', 'setiap', 'berhenti', 'disuruh', 'bayar']	['baru', 'masuk', 'sudah', 'ditarik', 'parkir', 'ribu', 'tapi', 'enggak', 'parkir', 'kami', 'berempat', 'terus', 'saja', 'naik', 'sampai', 'diatas', 'ditarik', 'lagi', 'ribu', 'katanya', 'buat', 'parkir', 'tapi', 'teman', 'saya', 'sudah', 'mberitau', 'kalau', 'sudah', 'bayar', 'dan', 'menyodorkan', 'tiketnya', 'yang', 'sudah', 'dibayar', 'waktu', 'masuk', 'tapi', 'orang', 'tersebut', 'tetap', 'meminta', 'dibayar', 'masak', 'setiap', 'berhenti', 'disuruh', 'bayar']	['masuk', 'ditarik', 'parkir', 'ribu', 'parkir', 'berempat', 'diatas', 'ditarik', 'ribu', 'parkir', 'teman', 'mberitau', 'bayar', 'menyodorkan', 'tiketnya', 'dibayar', 'masuk', 'orang', 'dibayar', 'masak', 'berhenti', 'disuruh', 'bayar']	['masuk', 'tarik', 'parkir', 'ribu', 'parkir', 'empat', 'atas', 'tarik', 'ribu', 'parkir', 'teman', 'mberitau', 'bayar', 'sodor', 'tiket', 'bayar', 'masuk', 'orang', 'bayar', 'masak', 'henti', 'suruh', 'bayar']
893	Dewi Rahmawati W.P.	setahun lalu	Positif	Bukit Jaddhih	Dekat dari suramadu, sangat direkomendasikan untuk datang di pagi hari atau sore hari (karena panas), disayangkan akses jalan menuju tempat wisata yang sebagian bergelombang.	Dekat dari suramadu sangat direkomendasikan untuk datang di pagi hari atau sore hari karena panas disayangkan akses jalan menuju tempat wisata yang sebagian bergelombang	['dekat', 'dari', 'suramadu', 'sangat', 'direkomendasikan', 'untuk', 'datang', 'di', 'pagi', 'hari', 'atau', 'sore', 'hari', 'karena', 'panas', 'disayangkan', 'akses', 'jalan', 'menuju', 'tempat', 'wisata', 'yang', 'sebagian', 'bergelombang']	['dekat', 'dari', 'suramadu', 'sangat', 'direkomendasikan', 'untuk', 'datang', 'di', 'pagi', 'hari', 'atau', 'sore', 'hari', 'karena', 'panas', 'disayangkan', 'akses', 'jalan', 'menuju', 'tempat', 'wisata', 'yang', 'sebagian', 'bergelombang']	['suramadu', 'direkomendasikan', 'pagi', 'sore', 'panas', 'disayangkan', 'akses', 'jalan', 'wisata', 'bergelombang']	['suramadu', 'rekomendasi', 'pagi', 'sore', 'panas', 'sayang', 'akses', 'jalan', 'wisata', 'gelombang']
894	Andri Siregar	4 tahun lalu	Positif	Bukit Jaddhih	Tebing tebing batu kapur yang sangat keren. Sepertinya lokasi ini bekas pengambilan batu kapur untuk digunakan sebagai batu bata. Kalau kesini sebaiknya bawa masker dan kacamata, sebab cuacanya panas dan bayak debu. Dan hati-hati kalau naik keatas tebingnya karena tidak ada pagar pembatas.	Tebing tebing batu kapur yang sangat keren Sepertinya lokasi ini bekas pengambilan batu kapur untuk digunakan sebagai batu bata Kalau kesini sebaiknya bawa masker dan kacamata sebab cuacanya panas dan bayak debu Dan hatihati kalau naik keatas tebingnya karena tidak ada pagar pembatas	['tebing', 'tebing', 'batu', 'kapur', 'yang', 'sangat', 'keren', 'sepertinya', 'lokasi', 'ini', 'bekas', 'pengambilan', 'batu', 'kapur', 'untuk', 'digunakan', 'sebagai', 'batu', 'bata', 'kalau', 'kesini', 'sebaiknya', 'bawa', 'masker', 'dan', 'kacamata', 'sebab', 'cuacanya', 'panas', 'dan', 'bayak', 'debu', 'dan', 'hatihati', 'kalau', 'naik', 'keatas', 'tebingnya', 'karena', 'tidak', 'ada', 'pagar', 'pembatas']	['tebing', 'tebing', 'batu', 'kapur', 'yang', 'sangat', 'keren', 'sepertinya', 'lokasi', 'ini', 'bekas', 'pengambilan', 'batu', 'kapur', 'untuk', 'digunakan', 'sebagai', 'batu', 'bata', 'kalau', 'kesini', 'sebaiknya', 'bawa', 'masker', 'dan', 'kacamata', 'sebab', 'cuacanya', 'panas', 'dan', 'bayak', 'debu', 'dan', 'hatihati', 'kalau', 'naik', 'keatas', 'tebingnya', 'karena', 'tidak', 'ada', 'pagar', 'pembatas']	['tebing', 'tebing', 'batu', 'kapur', 'keren', 'lokasi', 'bekas', 'pengambilan', 'batu', 'kapur', 'batu', 'bata', 'kesini', 'bawa', 'masker', 'kacamata', 'cuacanya', 'panas', 'bayak', 'debu', 'hatihati', 'keatas', 'tebingnya', 'pagar', 'pembatas']	['tebing', 'tebing', 'batu', 'kapur', 'keren', 'lokasi', 'bekas', 'ambil', 'batu', 'kapur', 'batu', 'bata', 'kesini', 'bawa', 'masker', 'kacamata', 'cuaca', 'panas', 'bayak', 'debu', 'hatihati', 'atas', 'tebing', 'pagar', 'batas']
895	Noor Juliadi	5 bulan lalu	Positif	Bukit Jaddhih	Sayang tempatnya ndak terawat dengan baik	Sayang tempatnya ndak terawat dengan baik	['sayang', 'tempatnya', 'ndak', 'terawat', 'dengan', 'baik']	['sayang', 'tempatnya', 'indak', 'terawat', 'dengan', 'baik']	['sayang', 'tempatnya', 'indak', 'terawat']	['sayang', 'tempat', 'indak', 'awat']
896	Tommy W	3 tahun lalu	Positif	Bukit Jaddhih	Bukit Jaddih ini merupakan bentukan akibat penambangan kapur putih selama bertahun-tahun hingga membentuk keelokan tebing raksasa dengan bentuk eksotis dan artistik. …	Bukit Jaddih ini merupakan bentukan akibat penambangan kapur putih selama bertahuntahun hingga membentuk keelokan tebing raksasa dengan bentuk eksotis dan artistik	['bukit', 'jaddih', 'ini', 'merupakan', 'bentukan', 'akibat', 'penambangan', 'kapur', 'putih', 'selama', 'bertahuntahun', 'hingga', 'membentuk', 'keelokan', 'tebing', 'raksasa', 'dengan', 'bentuk', 'eksotis', 'dan', 'artistik']	['bukit', 'jaddih', 'ini', 'merupakan', 'bentukan', 'akibat', 'penambangan', 'kapur', 'putih', 'selama', 'bertahuntahun', 'hingga', 'membentuk', 'keelokan', 'tebing', 'raksasa', 'dengan', 'bentuk', 'eksotis', 'dan', 'artistik']	['bukit', 'jaddih', 'bentukan', 'akibat', 'penambangan', 'kapur', 'putih', 'bertahuntahun', 'membentuk', 'keelokan', 'tebing', 'raksasa', 'bentuk', 'eksotis', 'artistik']	['bukit', 'jaddih', 'bentuk', 'akibat', 'tambang', 'kapur', 'putih', 'bertahuntahun', 'bentuk', 'elo', 'tebing', 'raksasa', 'bentuk', 'eksotis', 'artistik']
897	Edy Suhartono	5 tahun lalu	Positif	Bukit Jaddhih	Bukit kapur yg menjadi lokasi tambang di salah satu sudut kota Bangkalan ini telah menjadi salah satu obyek wisata dadakan. Dulu banyak spot spot bagus yg bisa dijadikan back ground foto,saat ini spot spot foto tersebut akhirnya banyak yg hilang akibat efek pertambangan batu kapur.	Bukit kapur yg menjadi lokasi tambang di salah satu sudut kota Bangkalan ini telah menjadi salah satu obyek wisata dadakan Dulu banyak spot spot bagus yg bisa dijadikan back ground fotosaat ini spot spot foto tersebut akhirnya banyak yg hilang akibat efek pertambangan batu kapur	['bukit', 'kapur', 'yg', 'menjadi', 'lokasi', 'tambang', 'di', 'salah', 'satu', 'sudut', 'kota', 'bangkalan', 'ini', 'telah', 'menjadi', 'salah', 'satu', 'obyek', 'wisata', 'dadakan', 'dulu', 'banyak', 'spot', 'spot', 'bagus', 'yg', 'bisa', 'dijadikan', 'back', 'ground', 'fotosaat', 'ini', 'spot', 'spot', 'foto', 'tersebut', 'akhirnya', 'banyak', 'yg', 'hilang', 'akibat', 'efek', 'pertambangan', 'batu', 'kapur']	['bukit', 'kapur', 'yang', 'menjadi', 'lokasi', 'tambang', 'di', 'salah', 'satu', 'sudut', 'kota', 'bangkalan', 'ini', 'telah', 'menjadi', 'salah', 'satu', 'obyek', 'wisata', 'dadakan', 'dulu', 'banyak', 'spot', 'spot', 'bagus', 'yang', 'bisa', 'dijadikan', 'back', 'ground', 'fotosaat', 'ini', 'spot', 'spot', 'foto', 'tersebut', 'akhirnya', 'banyak', 'yang', 'hilang', 'akibat', 'efek', 'pertambangan', 'batu', 'kapur']	['bukit', 'kapur', 'lokasi', 'tambang', 'salah', 'sudut', 'kota', 'bangkalan', 'salah', 'obyek', 'wisata', 'dadakan', 'spot', 'spot', 'bagus', 'dijadikan', 'back', 'ground', 'fotosaat', 'spot', 'spot', 'foto', 'hilang', 'akibat', 'efek', 'pertambangan', 'batu', 'kapur']	['bukit', 'kapur', 'lokasi', 'tambang', 'salah', 'sudut', 'kota', 'bangkal', 'salah', 'obyek', 'wisata', 'dada', 'spot', 'spot', 'bagus', 'jadi', 'back', 'ground', 'fotosaat', 'spot', 'spot', 'foto', 'hilang', 'akibat', 'efek', 'tambang', 'batu', 'kapur']
898	yulita anggrainy	5 tahun lalu	Positif	Bukit Jaddhih	"Tempatnya asyik buat yg suka foto"" ato selfie. Pemandangan bagus. Harga tiket masuknya tidak memberatkan alias murah.  Hehehe.. Cm agak panas, jd jgn lupa bawa payung ato topi ya.?????? …"	Tempatnya asyik buat yg suka foto ato selfie Pemandangan bagus Harga tiket masuknya tidak memberatkan alias murah Hehehe Cm agak panas jd jgn lupa bawa payung ato topi ya	['tempatnya', 'asyik', 'buat', 'yg', 'suka', 'foto', 'ato', 'selfie', 'pemandangan', 'bagus', 'harga', 'tiket', 'masuknya', 'tidak', 'memberatkan', 'alias', 'murah', 'hehehe', 'cm', 'agak', 'panas', 'jd', 'jgn', 'lupa', 'bawa', 'payung', 'ato', 'topi', 'ya']	['tempatnya', 'asyik', 'buat', 'yang', 'suka', 'foto', 'atau', 'selfie', 'pemandangan', 'bagus', 'harga', 'tiket', 'masuknya', 'tidak', 'memberatkan', 'alias', 'murah', 'hehehe', 'cuma', 'agak', 'panas', 'jadi', 'jangan', 'lupa', 'bawa', 'payung', 'atau', 'topi', 'ya']	['tempatnya', 'asyik', 'suka', 'foto', 'selfie', 'pemandangan', 'bagus', 'harga', 'tiket', 'masuknya', 'memberatkan', 'alias', 'murah', 'hehehe', 'panas', 'lupa', 'bawa', 'payung', 'topi']	['tempat', 'asyik', 'suka', 'foto', 'selfie', 'pandang', 'bagus', 'harga', 'tiket', 'masuk', 'berat', 'alias', 'murah', 'hehehe', 'panas', 'lupa', 'bawa', 'payung', 'topi']
899	Ddaun Trans Bromotours	5 tahun lalu	Positif	Bukit Jaddhih	Penambangan batu kapur yang masih aktif dan landscape yang indah	Penambangan batu kapur yang masih aktif dan landscape yang indah	['penambangan', 'batu', 'kapur', 'yang', 'masih', 'aktif', 'dan', 'landscape', 'yang', 'indah']	['penambangan', 'batu', 'kapur', 'yang', 'masih', 'aktif', 'dan', 'landscape', 'yang', 'indah']	['penambangan', 'batu', 'kapur', 'aktif', 'landscape', 'indah']	['tambang', 'batu', 'kapur', 'aktif', 'landscape', 'indah']
900	Ikhsan Rosyid	5 tahun lalu	Positif	Bukit Jaddhih	panorama alam yang instagramable,cocok kalau datang pas pagi atau sore saat cerah,kalau hujan becek.masuk dari jalan raya lumayan sekitar 2-3km, portal karcil ada 3/4 kali	panorama alam yang instagramablecocok kalau datang pas pagi atau sore saat cerahkalau hujan becekmasuk dari jalan raya lumayan sekitar km portal karcil ada  kali	['panorama', 'alam', 'yang', 'instagramablecocok', 'kalau', 'datang', 'pas', 'pagi', 'atau', 'sore', 'saat', 'cerahkalau', 'hujan', 'becekmasuk', 'dari', 'jalan', 'raya', 'lumayan', 'sekitar', 'km', 'portal', 'karcil', 'ada', 'kali']	['panorama', 'alam', 'yang', 'instagramablecocok', 'kalau', 'datang', 'pas', 'pagi', 'atau', 'sore', 'saat', 'cerahkalau', 'hujan', 'becekmasuk', 'dari', 'jalan', 'raya', 'lumayan', 'sekitar', 'kamu', 'portal', 'karcil', 'ada', 'kali']	['panorama', 'alam', 'instagramablecocok', 'pas', 'pagi', 'sore', 'cerahkalau', 'hujan', 'becekmasuk', 'jalan', 'raya', 'lumayan', 'portal', 'karcil', 'kali']	['panorama', 'alam', 'instagramablecocok', 'pas', 'pagi', 'sore', 'cerahkalau', 'hujan', 'becekmasuk', 'jalan', 'raya', 'lumayan', 'portal', 'karcil', 'kali']
